,ID radar,range,bearbing,timestamp,h?p nh?t,length,lat ,lon,lat_new,lon_new,,,,,,
Radar,1475,19432.5,2.82644,61931954,0,0,,,20.54013314,106.8373446,,,,,,
Radar,1475,19404,2.82618,61941960,0,0,,,20.5403906,106.8373059,,,,,,
Radar,1475,19375.4,2.82592,61951954,0,0,,,20.54064888,106.8372666,,,,,,
Radar,1476,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1476,29729.9,2.96634,61893817,1,17,,,20.44312378,106.8292805,,,,,,
Radar,1476,29579.3,2.94431,61902124,0,0,,,20.44553995,106.8351778,,,,,,
Radar,1476,29532.1,2.95578,61912134,1,17,,,20.44537643,106.8318955,,,,,,
Radar,1476,29508.8,2.9616,61922159,0,0,,,20.44530153,106.8302324,,,,,,
Radar,1476,29486.7,2.9673,61932158,0,0,,,20.44523079,106.8286056,,,,,,
Radar,1476,29403.5,2.9608,61942173,1,17,,,20.44627008,106.8302736,,,,,,
Radar,1476,29351.1,2.96247,61952165,0,0,,,20.44665431,106.82972,,,,,,
Radar,1476,29299.2,2.96435,61962167,0,0,,,20.44702538,106.8291106,,,,,,
Radar,1476,29247.4,2.96623,61972166,0,0,,,20.44739678,106.828503,,,,,,
Radar,1476,29195.8,2.96812,61982170,0,0,,,20.44776718,106.8278947,,,,,,
Radar,1477,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1477,28759.9,2.98858,61893877,1,17,,,20.45076511,106.8215964,,,,,,
Radar,1477,28550.2,2.98865,61902199,0,0,,,20.45262412,106.8212705,,,,,,
Radar,1477,28510.5,2.98199,61912204,1,17,,,20.45324206,106.8230137,,,,,,
Radar,1477,28461.5,2.98257,61922232,1,17,,,20.45365311,106.8227824,,,,,,
Radar,1477,28430.3,2.98116,61932215,0,0,,,20.45398712,106.823115,,,,,,
Radar,1477,28383.3,2.97897,61942217,1,17,,,20.45449371,106.8236321,,,,,,
Radar,1477,28354.1,2.97754,61952179,0,0,,,20.45481178,106.8239709,,,,,,
Radar,1477,28255.8,2.98109,61962185,1,17,,,20.45553738,106.8228661,,,,,,
Radar,1477,28201.7,2.97754,61972210,1,17,,,20.45616243,106.8237319,,,,,,
Radar,1477,28147.6,2.9766,61982243,0,0,,,20.45668082,106.8238977,,,,,,
Radar,1477,28093.7,2.97582,61992236,0,0,,,20.45719084,106.8240202,,,,,,
Radar,1477,28080,2.97568,62002248,1,2,,,20.45731805,106.8240358,,,,,,
Radar,1477,28047.4,2.97519,62012210,0,0,,,20.4576273,106.8241142,,,,,,
Radar,1477,27970.7,2.97477,62022211,1,2,,,20.45832429,106.8241035,,,,,,
Radar,1477,27944.2,2.97846,62032216,1,2,,,20.45840691,106.8230844,,,,,,
Radar,1477,27911.9,2.97955,62042239,0,0,,,20.45864897,106.8227457,,,,,,
Radar,1477,27848,2.98367,62052240,1,15,,,20.45905129,106.8215589,,,,,,
Radar,1477,27816.9,2.98575,62062232,0,0,,,20.45924598,106.8209631,,,,,,
Radar,1477,27787.9,2.98769,62072246,0,0,,,20.45942863,106.8204084,,,,,,
Radar,1477,27759,2.98962,62082245,0,0,,,20.45961186,106.8198574,,,,,,
Radar,1477,27730.2,2.99157,62092245,0,0,,,20.45979452,106.8193021,,,,,,
Radar,1477,27758.8,2.99373,62102250,1,17,,,20.45946056,106.8187737,,,,,,
Radar,1477,27759.1,2.99571,62112268,0,0,,,20.45938564,106.818252,,,,,,
Radar,1477,27759.7,2.99764,62122267,0,0,,,20.45931081,106.8177437,,,,,,
Radar,1477,27760.4,2.99956,62132262,0,0,,,20.45923635,106.817238,,,,,,
Radar,1477,27761.3,3.00149,62142264,0,0,,,20.45916068,106.8167298,,,,,,
Radar,1478,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1478,30314.9,2.99702,61893886,1,17,,,20.43661885,106.8214425,,,,,,
Radar,1478,30145.1,2.98916,61902199,1,17,,,20.43844319,106.823458,,,,,,
Radar,1478,30083.4,2.9909,61912221,1,17,,,20.43892003,106.8228711,,,,,,
Radar,1478,30035.1,2.99155,61922245,1,17,,,20.43932272,106.8226161,,,,,,
Radar,1478,29999.6,2.99036,61932215,1,30,,,20.43968616,106.8229041,,,,,,
Radar,1478,29955.3,2.99072,61942217,1,17,,,20.440065,106.8227376,,,,,,
Radar,1478,29934.2,2.98931,61952219,1,17,,,20.44030964,106.8231079,,,,,,
Radar,1478,29905.9,2.98915,61962212,0,0,,,20.44056744,106.823112,,,,,,
Radar,1478,29876.4,2.98915,61972222,0,0,,,20.44082937,106.823069,,,,,,
Radar,1478,29822.4,2.98614,61982227,1,47,,,20.44143248,106.8238421,,,,,,
Radar,1478,29788,2.9852,61992216,0,0,,,20.44177684,106.8240566,,,,,,
Radar,1478,29753,2.98452,62002228,0,0,,,20.44211578,106.8241962,,,,,,
Radar,1478,29717.9,2.98384,62012220,0,0,,,20.44245566,106.8243351,,,,,,
Radar,1478,29682.9,2.98315,62022221,0,0,,,20.44279513,106.8244766,,,,,,
Radar,1478,29611.8,2.9801,62032223,1,17,,,20.44355506,106.8252251,,,,,,
Radar,1478,29561.1,2.97925,62042239,1,17,,,20.44404097,106.825385,,,,,,
Radar,1478,29521.6,2.97833,62052218,0,0,,,20.44443068,106.825581,,,,,,
Radar,1478,29482.9,2.97739,62062221,0,0,,,20.44481429,106.8257832,,,,,,
Radar,1478,29444.1,2.97645,62072222,0,0,,,20.4451989,106.8259845,,,,,,
Radar,1478,29405.4,2.97551,62082224,0,0,,,20.44558275,106.8261852,,,,,,
Radar,1479,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1479,26854.9,3.18301,61894190,1,17,,,20.46506631,106.7688216,,,,,,
Radar,1479,26618.6,3.18369,61902505,0,0,,,20.46719399,106.7687418,,,,,,
Radar,1479,26594.3,3.18205,61912518,0,0,,,20.46739592,106.7691702,,,,,,
Radar,1479,26570.1,3.1804,61922513,0,0,,,20.46759753,106.7696002,,,,,,
Radar,1479,26546,3.17875,61932519,0,0,,,20.46779892,106.7700296,,,,,,
Radar,1480,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1480,16629.9,1.23716,61901099,1,22,,,20.75502181,106.9303977,,,,,,
Radar,1480,16661.8,1.24812,61909453,0,0,,,20.75356277,106.9312523,,,,,,
Radar,1480,16671.9,1.25084,61919448,0,0,,,20.75320502,106.9314819,,,,,,
Radar,1480,16682.1,1.25356,61929451,0,0,,,20.75284674,106.9317113,,,,,,
Radar,1480,16718.7,1.25632,61939459,1,85,,,20.7525553,106.9321829,,,,,,
Radar,1480,16728.8,1.25555,61949442,1,80,,,20.75269339,106.9322369,,,,,,
Radar,1480,16740.9,1.25575,61959468,0,0,,,20.75269849,106.9323573,,,,,,
Radar,1480,16753.1,1.25603,61969471,0,0,,,20.75269238,106.9324827,,,,,,
Radar,1480,16765.4,1.2563,61979474,0,0,,,20.75268792,106.9326084,,,,,,
Radar,1480,16777.6,1.25658,61989471,0,0,,,20.75268169,106.9327338,,,,,,
Radar,1481,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1481,17152.4,1.35681,61901246,1,2,,,20.73882037,106.940465,,,,,,
Radar,1481,17101.8,1.3268,61909586,1,65,,,20.74321369,106.9388714,,,,,,
Radar,1481,17106.4,1.31755,61919556,1,112,,,20.74460139,106.9385403,,,,,,
Radar,1481,17117.8,1.30936,61929555,0,0,,,20.74584496,106.9383036,,,,,,
Radar,1481,17130.6,1.30127,61939561,0,0,,,20.747076,106.9380732,,,,,,
Radar,1481,17098.7,1.30783,61949553,1,102,,,20.74602759,106.9380613,,,,,,
Radar,1481,17031.1,1.30516,61959542,1,60,,,20.74626404,106.9373204,,,,,,
Radar,1481,16992,1.30335,61969583,0,0,,,20.74643836,106.9368802,,,,,,
Radar,1481,16945.7,1.29779,61979587,1,40,,,20.7471441,106.9362099,,,,,,
Radar,1481,16904.2,1.29011,61989532,1,22,,,20.7481654,106.9354853,,,,,,
Radar,1481,16861.6,1.28564,61999520,0,0,,,20.74870954,106.9348902,,,,,,
Radar,1481,16847.3,1.27569,62009526,1,55,,,20.75011631,106.9342978,,,,,,
Radar,1481,16850.3,1.27459,62019489,1,7,,,20.75028343,106.9342735,,,,,,
Radar,1481,16796.5,1.26583,62029533,1,42,,,20.75140484,106.933361,,,,,,
Radar,1481,16719.8,1.26589,62039482,1,2,,,20.75118936,106.9326613,,,,,,
Radar,1481,16708.6,1.26289,62049502,1,32,,,20.75158847,106.9324135,,,,,,
Radar,1481,16669.9,1.26052,62059491,1,35,,,20.7518212,106.9319439,,,,,,
Radar,1481,16632.4,1.25777,62069488,0,0,,,20.75210943,106.9314663,,,,,,
Radar,1481,16594.9,1.25493,62079489,0,0,,,20.75240831,106.9309837,,,,,,
Radar,1481,16557.4,1.25209,62089502,0,0,,,20.75270499,106.9305005,,,,,,
Radar,1481,16520.1,1.24923,62099491,0,0,,,20.75300287,106.9300175,,,,,,
Radar,1482,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1482,31324.9,2.05707,61902396,1,2,,,20.5745943,107.0454549,,,,,,
Radar,1482,31276.6,2.0494,61910716,0,0,,,20.57670608,107.0461136,,,,,,
Radar,1482,31262.5,2.04848,61920709,0,0,,,20.5769938,107.0461205,,,,,,
Radar,1482,31248.4,2.04755,61930720,0,0,,,20.57728392,107.0461284,,,,,,
Radar,1482,31234.3,2.04662,61940723,0,0,,,20.57757395,107.046136,,,,,,
Radar,1483,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1483,69032.2,2.16445,61902544,1,2,,,20.35920681,107.3290176,,,,,,
Radar,1483,68865.7,2.16082,61910911,0,0,,,20.36190717,107.3290315,,,,,,
Radar,1483,68834.1,2.16117,61920908,0,0,,,20.3618853,107.3286506,,,,,,
Radar,1483,68798,2.16108,61930907,1,2,,,20.36211203,107.3283957,,,,,,
Radar,1483,68775.1,2.16147,61940906,0,0,,,20.36202638,107.3280695,,,,,,
Radar,1483,68752.2,2.16186,61950893,0,0,,,20.36194092,107.3277434,,,,,,
Radar,1483,68729.3,2.16225,61960902,0,0,,,20.36185564,107.3274173,,,,,,
Radar,1483,68706.5,2.16263,61970896,0,0,,,20.36177517,107.3270957,,,,,,
Radar,1483,68627.4,2.15921,61980905,1,2,,,20.36392338,107.3277196,,,,,,
Radar,1483,68597.3,2.15895,61990897,0,0,,,20.36420674,107.3275742,,,,,,
Radar,1483,68567.3,2.1587,62000901,0,0,,,20.36448438,107.3274258,,,,,,
Radar,1483,68537.4,2.15845,62010904,0,0,,,20.36476144,107.3272781,,,,,,
Radar,1483,68507.5,2.15821,62020906,0,0,,,20.36503328,107.3271266,,,,,,
Radar,1484,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1484,27109.9,2.22734,61902662,1,17,,,20.55745273,106.9857234,,,,,,
Radar,1484,27120.9,2.21635,61911013,0,0,,,20.55952221,106.9875418,,,,,,
Radar,1484,27139,2.21459,61921001,0,0,,,20.55976734,106.9879563,,,,,,
Radar,1484,27157.2,2.21283,61931004,0,0,,,20.56001285,106.9883713,,,,,,
Radar,1484,27175.5,2.21107,61941016,0,0,,,20.56025874,106.9887867,,,,,,
Radar,1485,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1485,16539.9,2.30557,61902798,1,2,,,20.60648926,106.8973564,,,,,,
Radar,1485,16322.7,2.30036,61911111,0,0,,,20.6083655,106.8963546,,,,,,
Radar,1485,16274.9,2.29767,61921108,0,0,,,20.60894523,106.8962922,,,,,,
Radar,1485,16227.3,2.29495,61931112,0,0,,,20.60952603,106.8962319,,,,,,
Radar,1485,16179.7,2.29223,61941122,0,0,,,20.6101058,106.8961691,,,,,,
Radar,1486,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1486,18262.4,2.56175,61903175,1,2,,,20.5688615,106.8755903,,,,,,
Radar,1486,18201.5,2.52301,61911482,0,0,,,20.57289138,106.8808614,,,,,,
Radar,1486,18198.6,2.51569,61921482,0,0,,,20.5736101,106.8818848,,,,,,
Radar,1486,18196.6,2.50837,61931482,0,0,,,20.57432917,106.8829074,,,,,,
Radar,1486,18195.6,2.50104,61941494,0,0,,,20.57504892,106.8839315,,,,,,
Radar,1487,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1487,25369.9,2.62311,61903283,1,47,,,20.50815185,106.900238,,,,,,
Radar,1487,25476.6,2.62045,61911624,1,17,,,20.50762171,106.9013106,,,,,,
Radar,1487,25472.3,2.62126,61921640,1,2,,,20.507563,106.9011182,,,,,,
Radar,1487,25486.6,2.6236,61931629,0,0,,,20.50718573,106.9006892,,,,,,
Radar,1487,25504.1,2.62598,61941627,0,0,,,20.50677973,106.9002656,,,,,,
Radar,1487,25521.6,2.62835,61951625,0,0,,,20.50637561,106.8998428,,,,,,
Radar,1487,25539.4,2.63072,61961624,0,0,,,20.5059699,106.89942,,,,,,
Radar,1488,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1488,24322.4,2.63845,61903308,1,17,,,20.51468639,106.8921271,,,,,,
Radar,1488,24309.8,2.6188,61911633,0,0,,,20.51689145,106.8960657,,,,,,
Radar,1488,24325.5,2.61554,61921629,0,0,,,20.51712595,106.8968002,,,,,,
Radar,1488,24341.5,2.61229,61931638,0,0,,,20.51735948,106.8975338,,,,,,
Radar,1488,24357.7,2.60904,61941645,0,0,,,20.51759394,106.8982679,,,,,,
Radar,1489,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1489,24577.4,2.6768,61903371,1,17,,,20.50874018,106.8852963,,,,,,
Radar,1489,24422.1,2.67119,61911715,1,15,,,20.51054202,106.8858023,,,,,,
Radar,1489,24393.4,2.66695,61921700,1,17,,,20.5111947,106.8865618,,,,,,
Radar,1489,24408.7,2.66753,61931727,1,17,,,20.51101436,106.886508,,,,,,
Radar,1489,24416.1,2.66645,61941708,0,0,,,20.51106347,106.8867657,,,,,,
Radar,1489,24422.3,2.66524,61951700,0,0,,,20.51113552,106.8870452,,,,,,
Radar,1489,24428.5,2.66403,61961702,0,0,,,20.51120793,106.8873247,,,,,,
Radar,1489,24434.8,2.66282,61971710,0,0,,,20.51127988,106.8876046,,,,,,
Radar,1490,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1490,23374.9,2.87928,61903716,1,17,,,20.50330345,106.8377108,,,,,,
Radar,1490,23078.1,2.90783,61912082,0,0,,,20.50442541,106.830838,,,,,,
Radar,1490,23025.7,2.91381,61922078,0,0,,,20.50460041,106.8294342,,,,,,
Radar,1490,22974,2.91982,61932079,0,0,,,20.50477638,106.8280294,,,,,,
Radar,1490,22923.2,2.92585,61942084,0,0,,,20.50495207,106.8266263,,,,,,
Radar,1491,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1491,28802.4,3.06604,61903989,1,17,,,20.44810293,106.8003781,,,,,,
Radar,1491,28633.3,3.0703,61912337,0,0,,,20.44953726,106.7990873,,,,,,
Radar,1491,28591.2,3.06804,61922329,1,17,,,20.44995649,106.7996774,,,,,,
Radar,1491,28553.6,3.06906,61932350,0,0,,,20.45027425,106.7993719,,,,,,
Radar,1491,28516.5,3.07014,61942359,0,0,,,20.45058674,106.7990511,,,,,,
Radar,1491,28479.4,3.07122,61952350,0,0,,,20.45089959,106.798731,,,,,,
Radar,1491,28442.3,3.07231,61962347,0,0,,,20.45121261,106.798409,,,,,,
Radar,1491,28451,3.07308,61972365,1,30,,,20.45112109,106.7982049,,,,,,
Radar,1491,28437,3.07353,61982351,0,0,,,20.45123872,106.7980731,,,,,,
Radar,1491,28358.7,3.07574,61992355,1,17,,,20.4519028,106.7974214,,,,,,
Radar,1491,28325.7,3.07542,62002370,1,67,,,20.45220397,106.7974874,,,,,,
Radar,1491,28297.1,3.07594,62012361,0,0,,,20.45245162,106.7973282,,,,,,
Radar,1491,28226.3,3.07342,62022362,1,17,,,20.45312898,106.7979652,,,,,,
Radar,1491,28184.7,3.07289,62032380,0,0,,,20.45351098,106.7980811,,,,,,
Radar,1491,28130.8,3.07371,62042372,1,17,,,20.45397989,106.7978246,,,,,,
Radar,1491,28088.6,3.07311,62052363,1,2,,,20.45436842,106.7979586,,,,,,
Radar,1491,28052,3.07254,62062366,0,0,,,20.4547063,106.7980877,,,,,,
Radar,1491,28015.8,3.07198,62072368,0,0,,,20.45504048,106.798214,,,,,,
Radar,1491,27979.5,3.07141,62082379,0,0,,,20.45537578,106.7983425,,,,,,
Radar,1491,27943.2,3.07085,62092383,0,0,,,20.45571096,106.798468,,,,,,
Radar,1492,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1492,17049.9,1.3058,61911205,1,2,,,20.74621378,106.937522,,,,,,
Radar,1492,17101.4,1.31452,61919538,1,112,,,20.7450406,106.9383684,,,,,,
Radar,1492,17106.4,1.31488,61929575,1,195,,,20.74499847,106.9384298,,,,,,
Radar,1492,17109.4,1.31415,61939561,1,40,,,20.74511382,106.9384273,,,,,,
Radar,1492,17098.8,1.31367,61949553,1,95,,,20.74516096,106.9383088,,,,,,
Radar,1492,17102.3,1.31598,61959542,1,115,,,20.74482563,106.9384374,,,,,,
Radar,1492,17127.3,1.31556,61969616,1,17,,,20.74494477,106.9386523,,,,,,
Radar,1492,17136.9,1.31571,61979569,0,0,,,20.7449442,106.9387477,,,,,,
Radar,1492,17144.8,1.31589,61989561,0,0,,,20.74493528,106.9388286,,,,,,
Radar,1492,17099.5,1.31438,61999572,1,60,,,20.74505707,106.9383449,,,,,,
Radar,1492,17076.9,1.31158,62009553,1,17,,,20.74542092,106.9380179,,,,,,
Radar,1492,17062.8,1.31045,62019555,0,0,,,20.74555584,106.9378395,,,,,,
Radar,1492,17024.5,1.30632,62029563,1,60,,,20.74607727,106.9373089,,,,,,
Radar,1492,17002.9,1.30457,62039540,0,0,,,20.74628449,106.9370337,,,,,,
Radar,1492,16982.9,1.3031,62049550,0,0,,,20.74645354,106.9367852,,,,,,
Radar,1492,16931.4,1.3038,62059542,1,80,,,20.74622848,106.9363383,,,,,,
Radar,1492,16903.9,1.30349,62069555,0,0,,,20.74620871,106.9360703,,,,,,
Radar,1492,16877.3,1.30317,62079558,0,0,,,20.74619238,106.9358102,,,,,,
Radar,1492,16850.7,1.30285,62089572,0,0,,,20.74617591,106.9355501,,,,,,
Radar,1492,16763.8,1.29716,62099560,1,2,,,20.74679487,106.9345003,,,,,,
Radar,1492,16721.5,1.29614,62109563,0,0,,,20.74683968,106.9340649,,,,,,
Radar,1492,16680.1,1.29522,62119569,0,0,,,20.74687148,106.9336421,,,,,,
Radar,1492,16638.7,1.29429,62129565,0,0,,,20.74690403,106.9332191,,,,,,
Radar,1492,16597.4,1.29335,62139568,0,0,,,20.74693756,106.9327965,,,,,,
Radar,1493,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1493,17877.4,1.48413,61911491,1,2,,,20.72000073,106.95054,,,,,,
Radar,1493,17874.5,1.48335,61919810,1,40,,,20.72012325,106.9505006,,,,,,
Radar,1493,17874.5,1.48292,61929820,1,17,,,20.72019203,106.9504942,,,,,,
Radar,1493,17874.3,1.48225,61939817,0,0,,,20.72029903,106.9504821,,,,,,
Radar,1493,17874.1,1.48156,61949807,0,0,,,20.72040923,106.9504697,,,,,,
Radar,1493,17873.9,1.48088,61959810,0,0,,,20.72051781,106.9504574,,,,,,
Radar,1493,17873.8,1.48019,61969817,0,0,,,20.72062807,106.9504457,,,,,,
Radar,1494,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1494,32747.4,1.71883,61911879,1,2,,,20.66271128,107.0905479,,,,,,
Radar,1494,32726.7,1.72564,61920190,0,0,,,20.66075957,107.0900284,,,,,,
Radar,1494,32739.9,1.72243,61930191,1,2,,,20.6616743,107.0903077,,,,,,
Radar,1494,32742.2,1.72175,61940192,0,0,,,20.6618689,107.0903617,,,,,,
Radar,1494,32744.4,1.72113,61950184,0,0,,,20.66204624,107.0904119,,,,,,
Radar,1494,32746.6,1.72051,61960186,0,0,,,20.66222361,107.0904619,,,,,,
Radar,1494,32748.8,1.71988,61970202,0,0,,,20.66240394,107.0905123,,,,,,
Radar,1495,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1495,32739.9,1.72765,61911879,1,2,,,20.6601573,107.0900555,,,,,,
Radar,1495,33149.1,1.72369,61920190,0,0,,,20.66074818,107.0941315,,,,,,
Radar,1495,33202,1.72393,61930191,0,0,,,20.66060506,107.0946219,,,,,,
Radar,1495,33250.8,1.72527,61940193,1,2,,,20.66014267,107.0950195,,,,,,
Radar,1495,33279.2,1.72617,61950193,0,0,,,20.65983758,107.0952446,,,,,,
Radar,1495,33307.4,1.72707,61960198,0,0,,,20.65953236,107.0954675,,,,,,
Radar,1495,33335.7,1.72796,61970202,0,0,,,20.65922954,107.0956915,,,,,,
Radar,1495,33364,1.72886,61980206,0,0,,,20.65892335,107.0959147,,,,,,
Radar,1496,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1496,34879.8,1.95621,61912243,1,2,,,20.58830626,107.0898937,,,,,,
Radar,1496,34563.3,1.94589,61920540,1,2,,,20.59235045,107.0883486,,,,,,
Radar,1496,34566.3,1.94248,61930555,0,0,,,20.59332647,107.0887883,,,,,,
Radar,1496,34500.7,1.9361,61940560,1,2,,,20.59538506,107.0889627,,,,,,
Radar,1496,34479.7,1.93139,61950522,0,0,,,20.59681627,107.0893281,,,,,,
Radar,1496,34460.8,1.9271,61960520,0,0,,,20.5981198,107.0896563,,,,,,
Radar,1496,34442.5,1.9228,61970524,0,0,,,20.599425,107.0899849,,,,,,
Radar,1496,34424.9,1.9185,61980529,0,0,,,20.6007287,107.0903135,,,,,,
Radar,1497,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1497,26829.9,2.05477,61912387,1,27,,,20.59395522,107.0075677,,,,,,
Radar,1497,26680.1,2.04866,61920703,1,2,,,20.59587964,107.0070186,,,,,,
Radar,1497,26671.2,2.04742,61930719,1,2,,,20.59618031,107.0070885,,,,,,
Radar,1497,26658.4,2.04707,61940711,0,0,,,20.59630754,107.0070204,,,,,,
Radar,1497,26645.2,2.04676,61950710,0,0,,,20.59642785,107.0069441,,,,,,
Radar,1497,26632,2.04645,61960705,0,0,,,20.59654811,107.0068678,,,,,,
Radar,1497,26618.7,2.04613,61970718,0,0,,,20.59667085,107.0067917,,,,,,
Radar,1498,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1498,24979.9,2.10539,61912501,1,17,,,20.59177153,106.9859219,,,,,,
Radar,1498,24962.5,2.1067,61920798,0,0,,,20.59159849,106.9856179,,,,,,
Radar,1498,24971.9,2.11734,61930800,1,17,,,20.58950969,106.984381,,,,,,
Radar,1498,24962.5,2.12044,61940831,0,0,,,20.58896026,106.9839167,,,,,,
Radar,1498,24952.5,2.12318,61950830,0,0,,,20.58848391,106.983491,,,,,,
Radar,1498,24942.6,2.12593,61960826,0,0,,,20.58800649,106.9830637,,,,,,
Radar,1498,24932.9,2.12868,61970833,0,0,,,20.58752943,106.9826367,,,,,,
Radar,1499,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1499,32982.4,2.22427,61912668,1,2,,,20.52597435,107.0309876,,,,,,
Radar,1499,32945.7,2.20719,61920951,0,0,,,20.53021431,107.0339563,,,,,,
Radar,1499,32937.8,2.20363,61930953,0,0,,,20.53110475,107.0345629,,,,,,
Radar,1499,32930.3,2.20007,61940956,0,0,,,20.53199488,107.035169,,,,,,
Radar,1499,32923.3,2.19652,61950959,0,0,,,20.5328818,107.0357737,,,,,,
Radar,1500,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1500,33229.9,2.29215,61912769,1,2,,,20.50896485,107.019132,,,,,,
Radar,1500,33220.6,2.27188,61921069,1,2,,,20.51360251,107.0232861,,,,,,
Radar,1500,33183.6,2.26918,61931069,0,0,,,20.51443263,107.0235687,,,,,,
Radar,1500,33169.3,2.2729,61941077,1,2,,,20.51366763,107.0226999,,,,,,
Radar,1500,33148.1,2.27277,61951064,0,0,,,20.51382018,107.0225712,,,,,,
Radar,1500,33126.5,2.2725,61961061,0,0,,,20.51400683,107.0224683,,,,,,
Radar,1500,33105,2.27222,61971069,0,0,,,20.51419511,107.022368,,,,,,
Radar,1500,33083.4,2.27195,61981071,0,0,,,20.51438163,107.0222649,,,,,,
Radar,1501,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1501,24932.4,2.31286,61912840,1,17,,,20.55473838,106.9559829,,,,,,
Radar,1501,24774.9,2.33232,61921160,1,17,,,20.55253099,106.951706,,,,,,
Radar,1501,24714.4,2.33622,61931168,0,0,,,20.55228049,106.9506454,,,,,,
Radar,1501,24713.7,2.3306,61941178,1,17,,,20.55318695,106.951562,,,,,,
Radar,1501,24716.5,2.32869,61951174,0,0,,,20.55347735,106.9518935,,,,,,
Radar,1501,24717.8,2.32724,61961175,0,0,,,20.55370332,106.952139,,,,,,
Radar,1501,24719.1,2.3258,61971180,0,0,,,20.55392802,106.9523825,,,,,,
Radar,1501,24720.4,2.32436,61981189,0,0,,,20.55415305,106.9526257,,,,,,
Radar,1502,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1502,34002.4,2.35006,61912889,1,2,,,20.49144511,107.0118106,,,,,,
Radar,1502,33874,2.34646,61921172,1,2,,,20.49303642,107.0117548,,,,,,
Radar,1502,33856.3,2.34553,61931188,0,0,,,20.49334978,107.0118451,,,,,,
Radar,1502,33838.6,2.34459,61941188,0,0,,,20.49366529,107.0119372,,,,,,
Radar,1502,33812,2.34716,61951184,1,2,,,20.49327464,107.0111705,,,,,,
Radar,1502,33799.6,2.3477,61961184,0,0,,,20.49323575,107.0109627,,,,,,
Radar,1502,33787.3,2.3482,61971201,0,0,,,20.49320502,107.0107647,,,,,,
Radar,1502,33775,2.3487,61981199,0,0,,,20.49317442,107.0105667,,,,,,
Radar,1502,33762.7,2.34921,61991194,0,0,,,20.4931418,107.0103665,,,,,,
Radar,1503,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1503,27597.4,2.4164,61912961,1,17,,,20.52057079,106.9552888,,,,,,
Radar,1503,27260.5,2.42164,61921294,0,0,,,20.52198707,106.9521139,,,,,,
Radar,1503,27175.1,2.42475,61931299,0,0,,,20.52206416,106.9509621,,,,,,
Radar,1503,27089.8,2.42788,61941312,0,0,,,20.52214229,106.9498092,,,,,,
Radar,1503,27005,2.43103,61951307,0,0,,,20.5222188,106.9486576,,,,,,
Radar,1504,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1504,39747.3,2.43826,61913011,1,2,,,20.4337778,107.0263762,,,,,,
Radar,1504,39782.2,2.42614,61921302,0,0,,,20.43635996,107.0301063,,,,,,
Radar,1504,39860.5,2.42965,61931309,1,2,,,20.43500629,107.0295839,,,,,,
Radar,1504,39930.2,2.4289,61941321,0,0,,,20.43470809,107.0302389,,,,,,
Radar,1504,39998.8,2.42803,61951315,0,0,,,20.43444634,107.0309224,,,,,,
Radar,1504,40067.5,2.42716,61961314,0,0,,,20.43418483,107.0316072,,,,,,
Radar,1504,40136.2,2.42629,61971321,0,0,,,20.43392422,107.0322927,,,,,,
Radar,1505,0,0,28800000,1,0,,,20.7061,106.7795,,,,,,
Radar,1505,16567.4,2.44517,61913011,1,17,,,20.59192872,106.8815616,,,,,,
Radar,1505,16397.1,2.44303,61921333,0,0,,,20.59330478,106.8807707,,,,,,
Radar,1505,16391.4,2.44549,61931340,0,0,,,20.59311138,106.8804387,,,,,,
Radar,1505,16385.8,2.44795,61941343,0,0,,,20.59291813,106.8801069,,,,,,
