,MMSI,type,length,beam,range,bearing,timestamp,lat,long,"lat, ","lon,",,
AIS,574014134,70,78,13,18211.1,5.97535,61780229,0.364114,1.86273,20.86219546,106.7265674,,
AIS,574565012,30,26,6,36351.8,1.7186,61780883,0.360543,1.86968,20.65759223,107.124773,,
AIS,352003194,0,0,0,14513.1,0.0223069,61781075,0.363667,1.86371,20.83658425,106.7827172,,
AIS,574014442,0,0,0,13838.9,2.15105,61781429,0.360198,1.86559,20.63782519,106.8904333,,
AIS,574013527,70,79,12,23068.4,5.70956,61781470,0.36443,1.86155,20.88030093,106.6589584,,
AIS,574003360,81,97,16,19441.1,1.63612,61781977,0.361189,1.86691,20.69460531,106.9660637,,
AIS,574003420,80,97,16,20183.6,2.74478,61782568,0.358468,1.86496,20.53870349,106.854337,,
AIS,538005897,72,141,25,20284.8,1.50925,61782790,0.361584,1.86705,20.71723714,106.9740851,,
AIS,574400554,70,72,12,15335.6,0.636957,61782868,0.363324,1.86518,20.8169318,106.866942,,
AIS,357510000,80,95,16,20797.6,1.54234,61783002,0.361481,1.86714,20.71133567,106.9792418,,
AIS,563158400,70,147,23,21273.4,1.6377,61783285,0.361164,1.86721,20.69317291,106.9832525,,
AIS,574012773,70,80,12,34339.7,5.66892,61783287,0.365793,1.86033,20.95839508,106.5890575,,
AIS,440301000,70,148,24,21418.1,1.59154,61783405,0.361318,1.86725,20.70199646,106.9855443,,
AIS,574012659,70,79,13,26434.3,5.60282,61783628,0.364614,1.86086,20.89084335,106.6194243,,
AIS,373481000,70,229,32,39631.1,0.858369,61783631,0.365452,1.86869,20.93885721,107.0680502,,
AIS,574014401,70,79,14,23539.3,5.6913,61783641,0.364455,1.86145,20.88173332,106.6532288,,
AIS,377265000,0,0,0,24829.8,5.62597,61783725,0.364474,1.8611,20.88282194,106.6331753,,
AIS,574001530,70,79,12,26131.7,5.58948,61783873,0.364542,1.86085,20.88671806,106.6188513,,
AIS,574004380,80,144,23,18419.3,0.514462,61784177,0.363906,1.86517,20.85027794,106.8663691,,
AIS,800123456,30,117,6,2712.31,0.799239,61784274,0.361687,1.86398,20.7231386,106.7981871,,
AIS,538007558,70,199,32,50273.3,1.92885,61784904,0.358614,1.87154,20.54706867,107.2313432,,
AIS,574013126,70,64,11,20484.6,5.82786,61785110,0.364277,1.86214,20.87153467,106.6927629,,
AIS,574014611,70,109,20,27403.9,6.15782,61785150,0.365657,1.86308,20.95060285,106.7466209,,
AIS,574003940,52,41,10,45581.5,3.27557,61785153,0.354299,1.86263,20.29983739,106.7208378,,
AIS,357787000,70,182,28,25450.1,2.63758,61785158,0.357891,1.86571,20.50564383,106.8973088,,
AIS,355632000,0,172,33,14040.6,0.388051,61785185,0.36343,1.86454,20.82300515,106.8302727,,
AIS,574000990,70,79,13,43030.2,5.65489,61785217,0.366851,1.8594,21.01901401,106.5357724,,
AIS,274123908,0,0,0,2788.72,0.820627,61785248,0.361688,1.86399,20.7231959,106.7987601,,
AIS,574003420,80,97,16,20183.6,2.74428,61785269,0.358468,1.86496,20.53870349,106.854337,,
AIS,574012575,75,95,14,14409.8,0.570736,61785297,0.363293,1.86496,20.81515563,106.854337,,
AIS,563158400,70,147,23,21282.8,1.63733,61785564,0.361166,1.86722,20.6932875,106.9838254,,
AIS,754128076,0,0,0,17204.5,6.03099,61786603,0.364005,1.86293,20.85595022,106.7380265,,
AIS,574100207,33,45,8,15933.7,6.1663,61786899,0.363874,1.86334,20.84844447,106.7615178,,
AIS,274123908,0,0,0,2788.72,0.820627,61786989,0.361688,1.86399,20.7231959,106.7987601,,
AIS,574002860,70,75,12,19710.5,1.76405,61787270,0.360794,1.8669,20.67197347,106.9654908,,
AIS,574012703,0,0,0,26544.2,5.60174,61787456,0.364624,1.86084,20.89141631,106.6182783,,
AIS,574112845,60,31,7,32431.1,0.707289,61787664,0.365257,1.86719,20.92768454,106.9821065,,
AIS,574014734,70,79,14,41404.5,0.727046,61788175,0.366242,1.86828,20.98412088,107.0445589,,
AIS,574400613,70,69,12,24964,0.728115,61788314,0.364313,1.86644,20.87359732,106.9391347,,
AIS,574012693,80,79,12,26137.1,4.04639,61788391,0.358853,1.86021,20.56076237,106.582182,,
AIS,574003420,80,97,16,20185.4,2.74386,61788468,0.358469,1.86496,20.53876079,106.854337,,
AIS,352003621,70,92,14,22987.6,5.68995,61788576,0.364381,1.86149,20.87749343,106.6555206,,
AIS,574401641,0,0,0,27380.2,5.65479,61788867,0.364865,1.86095,20.90522459,106.6245809,,
AIS,574373000,0,0,0,37176.8,5.55637,61788978,0.365748,1.8595,20.95581677,106.541502,,
AIS,574014911,70,77,14,14201.4,0.0481047,61789003,0.363616,1.86377,20.83366216,106.786155,,
AIS,574014918,0,0,0,20319.7,5.7964,61789027,0.364208,1.86206,20.86758126,106.6881792,,
AIS,353089000,0,0,0,54485.1,1.72153,61789435,0.360092,1.87269,20.63175184,107.2972333,,
AIS,574015007,70,71,12,17420.6,1.01727,61789588,0.362826,1.86614,20.7883985,106.921946,,
AIS,574899899,52,0,0,24765.5,5.63173,61789858,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574013714,70,71,11,18378.6,0.510174,61790055,0.363907,1.86516,20.85033524,106.8657961,,
AIS,574182058,30,26,6,3642.26,0.964997,61790131,0.361715,1.86415,20.72474289,106.8079274,,
AIS,574110936,0,0,0,30059.4,1.46205,61790602,0.361898,1.86867,20.73522801,107.0669043,,
AIS,574014116,80,83,14,29741.1,2.76627,61790773,0.357046,1.86548,20.45722889,106.8841308,,
AIS,574565733,30,26,6,2783.41,0.815575,61790779,0.361689,1.86399,20.7232532,106.7987601,,
AIS,574003260,0,29,11,17097,0.931371,61790950,0.36299,1.86596,20.79779501,106.9116327,,
AIS,574014134,70,78,13,18210.3,5.97538,61791164,0.364114,1.86273,20.86219546,106.7265674,,
AIS,563158400,70,147,23,21311.1,1.63618,61791377,0.361169,1.86722,20.69345939,106.9838254,,
AIS,574401782,70,66,11,18355.6,0.744101,61791540,0.363509,1.86574,20.82753152,106.8990277,,
AIS,574110237,60,52,11,23204.8,5.71016,61791669,0.36445,1.86154,20.88144684,106.6583854,,
AIS,574395000,80,0,0,12537.4,2.35051,61791801,0.360006,1.86515,20.6268244,106.8652232,,
AIS,538005897,72,141,25,20257.8,1.50749,61792072,0.361589,1.86704,20.71752362,106.9735122,,
AIS,574112492,0,0,0,31825.8,0.710176,61792390,0.365176,1.86714,20.92304358,106.9792418,,
AIS,352001416,70,100,16,23046.2,5.69578,61792442,0.3644,1.86151,20.87858205,106.6566665,,
AIS,574003360,81,97,16,19480,1.63535,61792670,0.361191,1.86691,20.6947199,106.9660637,,
AIS,574014296,70,79,15,24737.1,5.60694,61792709,0.364417,1.86105,20.87955608,106.6303105,,
AIS,574014485,70,76,13,22350.5,2.28401,61792841,0.359093,1.86649,20.57451335,106.9419995,,
AIS,477547400,71,148,24,13926.7,0.35624,61793854,0.363438,1.86447,20.82346351,106.826262,,
AIS,574013144,70,79,13,27238.3,6.25209,61794097,0.365663,1.86351,20.95094662,106.7712581,,
AIS,574014205,0,0,0,57182.8,3.91683,61794721,0.354972,1.85695,20.33839745,106.3953978,,
AIS,563158400,70,147,23,21327,1.63535,61794869,0.361172,1.86722,20.69363128,106.9838254,,
AIS,574003940,52,41,10,45577.9,3.27559,61795109,0.3543,1.86263,20.29989468,106.7208378,,
AIS,355632000,0,172,33,14034.4,0.389543,61795322,0.363427,1.86455,20.82283326,106.8308457,,
AIS,353368000,74,267,35,21664.7,1.9431,61795590,0.360151,1.86704,20.63513229,106.9735122,,
AIS,574012768,70,79,13,60933.5,3.36721,61795823,0.352067,1.86137,20.17195321,106.6486451,,
AIS,574014575,7,37,10,16989.5,0.878381,61795961,0.363091,1.86585,20.80358188,106.9053302,,
AIS,574000000,52,28,13,24841.7,5.62731,61796002,0.364479,1.86111,20.88310842,106.6337482,,
AIS,574014565,70,79,14,57196.9,3.91796,61796004,0.354977,1.85694,20.33868392,106.3948248,,
AIS,574013126,70,64,11,20482.5,5.8265,61796173,0.364275,1.86213,20.87142008,106.6921899,,
AIS,574937997,0,10,10,2025.14,0.653861,61796224,0.361642,1.86386,20.72056029,106.7913116,,
AIS,574937997,0,10,10,2025.14,0.653861,61796407,0.361642,1.86386,20.72056029,106.7913116,,
AIS,574937997,0,10,10,2025.14,0.653861,61796612,0.361642,1.86386,20.72056029,106.7913116,,
AIS,4264269,0,0,0,32331.6,3.5102,61797159,0.356655,1.8617,20.43482624,106.6675527,,
AIS,4264269,0,0,0,32331.6,3.5102,61797346,0.356655,1.8617,20.43482624,106.6675527,,
AIS,574014911,70,77,14,14180.2,0.0500814,61797387,0.363613,1.86377,20.83349028,106.786155,,
AIS,574383000,82,129,20,38145.6,1.59063,61797390,0.361264,1.87005,20.69890249,107.1459725,,
AIS,563158400,70,147,23,21335.7,1.63497,61797424,0.361173,1.86722,20.69368857,106.9838254,,
AIS,574562437,30,26,6,17303.1,2.08572,61797687,0.360051,1.86618,20.62940271,106.9242378,,
AIS,574014992,70,74,14,20773.4,1.52846,61797828,0.361526,1.86713,20.71391398,106.9786688,,
AIS,574000001,52,34,13,24862.6,5.6267,61797884,0.36448,1.8611,20.88316572,106.6331753,,
AIS,574565733,30,26,6,2783.41,0.815575,61797943,0.361689,1.86399,20.7232532,106.7987601,,
AIS,352003587,70,120,22,50291.1,2.16869,61798003,0.356938,1.87062,20.45104095,107.1786311,,
AIS,574912288,0,0,0,34394.1,5.53831,61798656,0.365356,1.85973,20.93335682,106.55468,,
AIS,574015007,70,71,12,17420.6,1.01727,61799537,0.362826,1.86614,20.7883985,106.921946,,
AIS,574401641,0,0,0,27381.1,5.65478,61799936,0.364865,1.86095,20.90522459,106.6245809,,
AIS,574013527,70,79,12,23067.6,5.70953,61800106,0.36443,1.86155,20.88030093,106.6589584,,
AIS,574110869,0,0,0,28262.5,0.897282,61800791,0.364154,1.86736,20.86448729,106.9918468,,
AIS,574014686,70,77,12,26419.5,5.59651,61800856,0.364595,1.86084,20.88975473,106.6182783,,
AIS,574402705,0,0,0,17887.3,0.616342,61800858,0.36368,1.86539,20.83732909,106.8789741,,
AIS,574562829,30,26,6,24707.9,1.39389,61801120,0.36207,1.86773,20.74508289,107.0130463,,
AIS,574003360,81,97,16,19511.3,1.63474,61801737,0.361192,1.86692,20.69477719,106.9666367,,
AIS,574112372,0,0,0,29354.4,1.47249,61801927,0.361838,1.86855,20.73179027,107.0600288,,
AIS,357510000,80,95,16,20761.5,1.53975,61801963,0.361489,1.86713,20.71179404,106.9786688,,
AIS,441271000,72,141,24,16143.8,6.1371,61802733,0.363897,1.86326,20.84976228,106.7569341,,
AIS,574112568,0,0,0,39572.1,0.809795,61803026,0.36567,1.86847,20.95134769,107.0554451,,
AIS,574012773,70,80,12,34339.3,5.66894,61803190,0.365793,1.86033,20.95839508,106.5890575,,
AIS,574225252,30,26,6,38647.3,2.98533,61803224,0.355397,1.86466,20.36274815,106.8371482,,
AIS,574012659,70,79,13,26479.2,5.60475,61803270,0.364624,1.86086,20.89141631,106.6194243,,
AIS,574126291,70,60,9,38822,1.76927,61803402,0.360182,1.87004,20.63690846,107.1453995,,
AIS,574191919,52,28,13,24777.3,5.63321,61803562,0.364485,1.86113,20.8834522,106.6348941,,
AIS,574263000,0,0,0,18895,5.95492,61803669,0.364197,1.86263,20.86695101,106.7208378,,
AIS,574014611,70,109,20,27404.8,6.15783,61803694,0.365657,1.86308,20.95060285,106.7466209,,
AIS,574006030,70,119,17,20311.5,5.8346,61803749,0.364262,1.86217,20.87067524,106.6944817,,
AIS,357787000,70,182,28,25459.5,2.63817,61803805,0.357889,1.86571,20.50552923,106.8973088,,
AIS,352001416,70,100,16,23046.2,5.69578,61803850,0.3644,1.86151,20.87858205,106.6566665,,
AIS,574400554,70,72,12,15292.2,0.634097,61803910,0.363323,1.86517,20.8168745,106.8663691,,
AIS,377265000,0,0,0,24829.8,5.62597,61803994,0.364474,1.8611,20.88282194,106.6331753,,
AIS,574565733,30,26,6,2753.19,0.814812,61804097,0.361686,1.86399,20.72308131,106.7987601,,
AIS,477833200,0,0,0,56073.3,1.17064,61804554,0.364806,1.87233,20.90184414,107.2766069,,
AIS,574012768,70,79,13,60949.8,3.36724,61804849,0.352065,1.86137,20.17183861,106.6486451,,
AIS,312261000,70,108,18,21188,2.26361,61804965,0.359264,1.86639,20.58431093,106.9362699,,
AIS,373481000,70,229,32,39599.9,0.860246,61805015,0.36544,1.8687,20.93816967,107.0686232,,
AIS,538008860,70,141,24,14501.6,0.301525,61805104,0.363563,1.86438,20.83062549,106.8211054,,
AIS,574012575,75,95,14,14374.1,0.567816,61805136,0.363292,1.86495,20.81509833,106.853764,,
AIS,574003940,52,41,10,45576,3.27559,61805320,0.3543,1.86263,20.29989468,106.7208378,,
AIS,574014565,70,79,14,57196.8,3.91797,61805853,0.354977,1.85694,20.33868392,106.3948248,,
AIS,574000000,52,28,13,24841.9,5.62732,61806092,0.364479,1.86111,20.88310842,106.6337482,,
AIS,574014575,7,37,10,16989.5,0.878381,61806229,0.363091,1.86585,20.80358188,106.9053302,,
AIS,538007558,70,199,32,50237.8,1.92661,61806361,0.358633,1.87155,20.54815729,107.2319161,,
AIS,477548900,71,172,28,14037.6,0.13344,61806390,0.363574,1.86397,20.83125574,106.7976141,,
AIS,574013405,0,0,0,37331.1,5.56617,61806742,0.365804,1.85953,20.95902533,106.5432209,,
AIS,574222258,30,24,7,14746.4,0.00640462,61806758,0.363704,1.86367,20.83870419,106.7804254,,
AIS,353368000,74,267,35,21741.9,1.93986,61807111,0.360157,1.86705,20.63547606,106.9740851,,
AIS,375637000,52,23,12,24748.5,5.63283,61807402,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574014574,70,98,16,14409,0.255393,61807830,0.363578,1.86426,20.83148492,106.8142299,,
AIS,574012703,0,0,0,26544.2,5.60174,61807933,0.364624,1.86084,20.89141631,106.6182783,,
AIS,574013507,70,79,12,57192.5,3.91734,61808600,0.354974,1.85695,20.33851204,106.3953978,,
AIS,574013701,70,80,15,14204.3,0.382641,61808684,0.363458,1.86454,20.82460943,106.8302727,,
AIS,574128295,35,47,8,16020.3,6.13642,61808709,0.363877,1.86326,20.84861636,106.7569341,,
AIS,574912288,0,0,0,34393.4,5.53835,61808869,0.365356,1.85973,20.93335682,106.55468,,
AIS,353089000,0,0,0,54603,1.72025,61809385,0.3601,1.87271,20.6322102,107.2983793,,
AIS,574015007,70,71,12,17420.7,1.01726,61809536,0.362826,1.86614,20.7883985,106.921946,,
AIS,574014686,70,77,12,26419.6,5.59651,61809694,0.364596,1.86084,20.88981203,106.6182783,,
AIS,574112198,60,38,8,31911.6,0.708243,61809777,0.365192,1.86714,20.92396031,106.9792418,,
AIS,574014134,70,78,13,18209.4,5.97541,61809867,0.364114,1.86273,20.86219546,106.7265674,,
AIS,574111524,65,86,13,40141.7,0.817902,61809957,0.365694,1.86858,20.95272279,107.0617477,,
AIS,574013714,70,71,11,18378.9,0.510164,61810001,0.363907,1.86516,20.85033524,106.8657961,,
AIS,574014096,0,0,0,60392.9,1.06558,61810004,0.365965,1.87254,20.96824995,107.288639,,
AIS,574019956,0,10,10,33357.1,3.55232,61810211,0.356589,1.86142,20.43104472,106.6515099,,
AIS,574491000,70,112,18,26489.1,2.19895,61810305,0.358944,1.86725,20.56597628,106.9855443,,
AIS,574019956,0,10,10,33357.1,3.55232,61810395,0.356589,1.86142,20.43104472,106.6515099,,
AIS,574899899,52,0,0,24765.5,5.63173,61810733,0.36448,1.86113,20.88316572,106.6348941,,
AIS,636021807,83,115,16,29265.7,1.91404,61811321,0.35984,1.86827,20.6173133,107.043986,,
AIS,352003194,0,0,0,14545.5,0.0182547,61811373,0.363672,1.8637,20.83687073,106.7821443,,
AIS,574003420,80,97,16,20177.7,2.74026,61811534,0.358474,1.86497,20.53904727,106.8549099,,
AIS,574013527,70,79,12,23067.4,5.70953,61811601,0.36443,1.86155,20.88030093,106.6589584,,
AIS,574003940,52,41,10,45574.1,3.2756,61811877,0.3543,1.86263,20.29989468,106.7208378,,
AIS,574014485,70,76,13,22351.9,2.28097,61811933,0.359101,1.86649,20.57497172,106.9419995,,
AIS,357510000,80,95,16,20741,1.53834,61812201,0.361493,1.86713,20.71202322,106.9786688,,
AIS,574012147,70,80,13,37269.1,5.5604,61812252,0.365774,1.85951,20.95730646,106.542075,,
AIS,574400554,70,72,12,15273.2,0.632874,61812790,0.363322,1.86517,20.8168172,106.8663691,,
AIS,477547400,71,148,24,13926.1,0.356202,61812841,0.363438,1.86447,20.82346351,106.826262,,
AIS,563228300,0,0,0,48620.2,1.47675,61813054,0.362096,1.87178,20.74657258,107.2450942,,
AIS,800123456,30,117,6,2712.44,0.799188,61813125,0.361687,1.86398,20.7231386,106.7981871,,
AIS,377265000,0,0,0,24829.8,5.62597,61813294,0.364474,1.8611,20.88282194,106.6331753,,
AIS,574263000,0,0,0,18895,5.95496,61813480,0.364197,1.86263,20.86695101,106.7208378,,
AIS,574014401,70,79,14,23538.2,5.6913,61813803,0.364455,1.86145,20.88173332,106.6532288,,
AIS,995741968,152,4,4,18546.8,1.36624,61813803,0.36198,1.8667,20.73992627,106.9540316,,
AIS,574004380,80,144,23,18414.2,0.514619,61813882,0.363905,1.86517,20.85022064,106.8663691,,
AIS,574014611,70,109,20,27405.2,6.15788,61814226,0.365658,1.86308,20.95066015,106.7466209,,
AIS,574955000,89,106,18,24964.6,3.65919,61814481,0.357984,1.86158,20.51097233,106.6606772,,
AIS,574401593,70,74,14,17019,6.04388,61814751,0.363985,1.86297,20.85480431,106.7403184,,
AIS,574400613,70,69,12,24930.7,0.728049,61814953,0.36431,1.86644,20.87342543,106.9391347,,
AIS,574006120,70,0,0,13341,2.17941,61814973,0.360192,1.86549,20.63748141,106.8847037,,
AIS,352001416,70,100,16,23046.5,5.69579,61815026,0.3644,1.86151,20.87858205,106.6566665,,
AIS,538008860,70,141,24,14492.8,0.303305,61815134,0.363561,1.86438,20.8305109,106.8211054,,
AIS,538007558,70,199,32,50221.4,1.92566,61815161,0.358641,1.87155,20.54861566,107.2319161,,
AIS,574560343,30,18,4,2617.9,0.820602,61815253,0.36167,1.86397,20.72216458,106.7976141,,
AIS,574012475,70,80,13,13706.8,0.162661,61815321,0.363513,1.86402,20.8277607,106.8004789,,
AIS,563158400,70,147,23,21398.1,1.63114,61815367,0.361185,1.86724,20.69437612,106.9849713,,
AIS,574400199,0,0,0,18735.4,0.838673,61815671,0.363355,1.86599,20.81870796,106.9133516,,
AIS,414567708,30,26,6,56132.8,3.14187,61815788,0.352579,1.86365,20.20128864,106.7792795,,
AIS,370607000,70,154,26,18432.4,0.512245,61816199,0.363911,1.86517,20.85056442,106.8663691,,
AIS,574013126,70,64,11,20479.5,5.82407,61816335,0.364271,1.86213,20.8711909,106.6921899,,
AIS,574401177,33,51,8,15465.7,6.21466,61816378,0.363812,1.86347,20.84489214,106.7689662,,
AIS,574014575,7,37,10,16990.2,0.878329,61816468,0.363092,1.86585,20.80363917,106.9053302,,
AIS,375637000,52,23,12,24748.5,5.63283,61816947,0.36448,1.86113,20.88316572,106.6348941,,
AIS,563158400,70,147,23,21404.6,1.63068,61817118,0.361187,1.86724,20.69449071,106.9849713,,
AIS,574003420,80,97,16,20172.4,2.739,61818788,0.358476,1.86498,20.53916186,106.8554829,,
AIS,574225252,30,26,6,38625.6,2.98601,61818981,0.3554,1.86465,20.36292004,106.8365753,,
AIS,574000000,52,28,13,24775.4,5.63366,61818983,0.364486,1.86113,20.88350949,106.6348941,,
AIS,574401033,70,99,16,19584.3,1.65177,61818985,0.361139,1.86693,20.69174052,106.9672096,,
AIS,563158400,70,147,23,21408.3,1.63024,61819048,0.361188,1.86724,20.69454801,106.9849713,,
AIS,574015007,70,71,12,17420.6,1.01727,61819212,0.362826,1.86614,20.7883985,106.921946,,
AIS,574014992,70,74,14,20739.1,1.5262,61819271,0.361533,1.86713,20.71431505,106.9786688,,
AIS,574014096,0,0,0,60394.9,1.0656,61819448,0.365965,1.87254,20.96824995,107.288639,,
AIS,574014587,70,95,16,27697.3,6.23167,61819774,0.365731,1.86341,20.95484274,106.7655285,,
AIS,370220000,0,0,0,20348.7,5.79092,61819934,0.364204,1.86204,20.86735208,106.6870333,,
AIS,574013527,70,79,12,23067.4,5.70953,61820054,0.36443,1.86155,20.88030093,106.6589584,,
AIS,574899899,52,0,0,24765.2,5.63176,61820598,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574014116,80,83,14,29807.2,2.76758,61820761,0.357034,1.86548,20.45654134,106.8841308,,
AIS,352003194,0,0,0,14555.6,0.0169739,61820838,0.363674,1.86369,20.83698532,106.7815713,,
AIS,574491000,70,112,18,26519.2,2.19668,61821158,0.358949,1.86726,20.56626276,106.9861173,,
AIS,574110237,60,52,11,23206.1,5.71016,61821214,0.36445,1.86154,20.88144684,106.6583854,,
AIS,574003260,0,29,11,17086.7,0.931272,61821239,0.36299,1.86595,20.79779501,106.9110598,,
AIS,563158400,70,147,23,21414.9,1.62979,61821331,0.361189,1.86724,20.69460531,106.9849713,,
AIS,441271000,72,141,24,16177.4,6.13311,61821935,0.3639,1.86325,20.84993416,106.7563612,,
AIS,574572000,0,0,0,39845.5,0.872981,61822039,0.365404,1.86878,20.93610702,107.0732068,,
AIS,574051216,0,0,0,24687.4,2.26206,61822153,0.358918,1.86684,20.56448659,106.962053,,
AIS,574003360,81,97,16,19586.4,1.63337,61822239,0.361196,1.86693,20.69500638,106.9672096,,
AIS,574012147,70,80,13,37267.5,5.56047,61822387,0.365774,1.85951,20.95730646,106.542075,,
AIS,574173382,30,27,7,43496.7,3.65885,61822678,0.355454,1.86005,20.36601401,106.5730147,,
AIS,574002226,0,0,0,22307.7,2.3439,61822679,0.358943,1.86633,20.56591899,106.9328322,,
AIS,574263000,0,0,0,18895.7,5.95497,61822704,0.364197,1.86263,20.86695101,106.7208378,,
AIS,574126291,70,60,9,38822.8,1.76927,61822759,0.360182,1.87004,20.63690846,107.1453995,,
AIS,574002226,0,0,0,22307.7,2.3439,61822850,0.358943,1.86633,20.56591899,106.9328322,,
AIS,574955000,89,106,18,24964.8,3.65922,61823011,0.357984,1.86158,20.51097233,106.6606772,,
AIS,574006030,70,119,17,20313.4,5.83465,61823746,0.364262,1.86217,20.87067524,106.6944817,,
AIS,373481000,70,229,32,39573.5,0.861797,61823827,0.36543,1.8687,20.93759671,107.0686232,,
AIS,574181173,30,18,4,33876.1,3.526,61824067,0.35646,1.86152,20.42365357,106.6572395,,
AIS,440301000,70,148,24,21333.6,1.58446,61824091,0.361342,1.86723,20.70337156,106.9843984,,
AIS,574012575,75,95,14,14336.4,0.564741,61824707,0.36329,1.86494,20.81498374,106.853191,,
AIS,574012659,70,79,13,26525.6,5.60682,61824839,0.364635,1.86086,20.89204656,106.6194243,,
AIS,574191919,52,28,13,24777.3,5.63318,61824947,0.364485,1.86113,20.8834522,106.6348941,,
AIS,477833200,0,0,0,56022.3,1.1715,61825016,0.364796,1.87232,20.90127118,107.2760339,,
AIS,574012836,55,34,8,16902.6,6.05321,61825016,0.363973,1.863,20.85411676,106.7420372,,
AIS,312261000,70,108,18,21188.7,2.26365,61825023,0.359264,1.86639,20.58431093,106.9362699,,
AIS,538008860,70,141,24,14485.1,0.304807,61825107,0.363559,1.86438,20.8303963,106.8211054,,
AIS,574012768,70,79,13,60984.5,3.36722,61825186,0.352059,1.86137,20.17149484,106.6486451,,
AIS,574003940,52,41,10,45574.1,3.2756,61825253,0.3543,1.86263,20.29989468,106.7208378,,
AIS,563158400,70,147,23,21430.1,1.62889,61825697,0.361192,1.86724,20.69477719,106.9849713,,
AIS,574014565,70,79,14,57196.4,3.91795,61825718,0.354977,1.85694,20.33868392,106.3948248,,
