,MMSI,type,length,beam,range,bearing,timestamp,lat,long,"lat, ","lon,",,
AIS,574410000,0,0,0,27421,2.57879,61953941,0.357749,1.8661,20.49750783,106.9196541,,
AIS,377265000,0,0,0,24829.8,5.62597,61954399,0.364474,1.8611,20.88282194,106.6331753,,
AIS,574014116,80,83,14,30111.7,2.77232,61954667,0.356981,1.86547,20.45350467,106.8835578,,
AIS,574013464,33,67,11,14057.7,0.276598,61955311,0.363512,1.8643,20.8277034,106.8165217,,
AIS,574000000,52,28,13,24842.2,5.62733,61955332,0.364479,1.86111,20.88310842,106.6337482,,
AIS,538008860,70,141,24,14369.7,0.324855,61955440,0.363527,1.86442,20.82856284,106.8233972,,
AIS,538007558,70,199,32,49989.3,1.91057,61955475,0.358764,1.87155,20.55566304,107.2319161,,
AIS,574013126,70,64,11,20461.9,5.80751,61955574,0.364245,1.86208,20.86970121,106.6893251,,
AIS,574000990,70,79,13,43030.2,5.65489,61956185,0.366851,1.8594,21.01901401,106.5357724,,
AIS,353089000,0,0,0,55511.5,1.71054,61956358,0.360162,1.87287,20.63576254,107.3075466,,
AIS,574562437,30,26,6,17302.5,2.08566,61956755,0.360051,1.86618,20.62940271,106.9242378,,
AIS,574820000,80,118,18,16784.8,6.06418,61957159,0.363961,1.86304,20.85342921,106.7443291,,
AIS,574111388,60,0,0,31907,0.745819,61957162,0.365066,1.86729,20.91674104,106.9878361,,
AIS,353368000,74,267,35,22735.6,1.90125,61957519,0.36023,1.86726,20.63965865,106.9861173,,
AIS,574013405,0,0,0,37329.6,5.56616,61957732,0.365804,1.85953,20.95902533,106.5432209,,
AIS,574912288,0,0,0,34393.2,5.53834,61958319,0.365356,1.85973,20.93335682,106.55468,,
AIS,574013045,0,0,0,54402,3.31962,61958400,0.352985,1.86204,20.22455073,106.6870333,,
AIS,574013701,70,80,15,14406.9,0.344485,61958587,0.363518,1.86447,20.82804718,106.826262,,
AIS,574401033,70,99,16,20151.9,1.64325,61958883,0.361159,1.86702,20.69288643,106.9723663,,
AIS,574002860,70,75,12,19570.9,1.78481,61958905,0.360736,1.86686,20.66865032,106.9631989,,
AIS,352003621,70,92,14,22988.8,5.68998,61959023,0.364381,1.86149,20.87749343,106.6555206,,
AIS,574014911,70,77,14,13984.8,0.0921569,61959171,0.363576,1.86387,20.83137033,106.7918846,,
AIS,574899899,52,0,0,24765.6,5.63177,61959548,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574014096,0,0,0,60389.6,1.06493,61959571,0.36597,1.87253,20.96853643,107.288066,,
AIS,574014686,70,77,12,26419.5,5.59658,61959599,0.364596,1.86084,20.88981203,106.6182783,,
AIS,574014631,0,0,0,57199.4,3.92265,61959795,0.355006,1.85691,20.3403455,106.3931059,,
AIS,574014134,70,78,13,18215,5.9755,61959813,0.364114,1.86273,20.86219546,106.7265674,,
AIS,574014587,70,95,16,27704.4,6.23145,61959987,0.365732,1.86341,20.95490003,106.7655285,,
AIS,574013714,70,71,11,18379.2,0.510154,61960104,0.363907,1.86516,20.85033524,106.8657961,,
AIS,352950568,30,54,15,2110.52,0.766629,61960378,0.361628,1.8639,20.71975815,106.7936034,,
AIS,574112845,60,31,7,32431.8,0.70727,61960508,0.365257,1.86719,20.92768454,106.9821065,,
AIS,574565012,30,26,6,36304.7,1.72023,61960622,0.360535,1.86967,20.65713387,107.1242001,,
AIS,574110869,0,0,0,28269.5,0.897333,61960666,0.364155,1.86736,20.86454459,106.9918468,,
AIS,563158400,70,147,23,21453.6,1.60019,61960718,0.361289,1.86725,20.70033488,106.9855443,,
AIS,574395000,80,0,0,12549.5,2.35028,61960826,0.360005,1.86515,20.6267671,106.8652232,,
AIS,574111524,65,86,13,40189.4,0.816864,61960906,0.365704,1.86858,20.95329575,107.0617477,,
AIS,574356000,70,125,18,27219.6,6.17324,61961066,0.365636,1.86315,20.94939964,106.7506316,,
AIS,574110237,60,52,11,23202.8,5.71024,61961118,0.364449,1.86154,20.88138955,106.6583854,,
AIS,574003260,0,29,11,17116,0.931407,61961255,0.362992,1.86596,20.7979096,106.9116327,,
AIS,574491000,70,112,18,26908.7,2.16761,61961306,0.359014,1.86738,20.56998699,106.9929927,,
AIS,574014442,0,0,0,13069.8,2.16161,61961413,0.360247,1.86547,20.64063268,106.8835578,,
AIS,574013527,70,79,12,23071.8,5.70958,61961450,0.364431,1.86155,20.88035822,106.6589584,,
AIS,574014116,80,83,14,30138.9,2.7727,61961517,0.356977,1.86547,20.45327548,106.8835578,,
AIS,574012424,0,0,0,22992.8,2.19341,61961853,0.359284,1.86678,20.58545685,106.9586153,,
AIS,574112492,0,0,0,31825.3,0.710192,61962482,0.365175,1.86714,20.92298628,106.9792418,,
AIS,100454332,200,10,6,28967.4,2.95206,61962579,0.356924,1.86457,20.45023881,106.8319916,,
AIS,574560104,0,0,0,38792.3,1.80611,61962741,0.359964,1.86998,20.62441798,107.1419618,,
AIS,574000150,0,0,0,22931.1,5.70127,61962826,0.364396,1.86153,20.87835287,106.6578124,,
AIS,357510000,80,95,16,20414.4,1.51718,61962988,0.36156,1.86707,20.71586204,106.9752311,,
AIS,574955000,89,106,18,24966.1,3.65945,61963025,0.357984,1.86158,20.51097233,106.6606772,,
AIS,440301000,70,148,24,20964.3,1.55648,61963386,0.361435,1.86717,20.70870007,106.9809606,,
AIS,538005897,72,141,25,19771.7,1.47007,61963494,0.3617,1.86695,20.72388345,106.9683556,,
AIS,373481000,70,229,32,39381.1,0.874117,61963597,0.365352,1.86873,20.93312764,107.070342,,
AIS,574014401,70,79,14,23537,5.69141,61963626,0.364455,1.86145,20.88173332,106.6532288,,
AIS,477547400,71,148,24,13922.7,0.355858,61963679,0.363438,1.86447,20.82346351,106.826262,,
AIS,377265000,0,0,0,24829.5,5.62596,61963707,0.364474,1.8611,20.88282194,106.6331753,,
AIS,574014514,70,79,13,29075.4,5.67214,61963758,0.365126,1.86085,20.92017879,106.6188513,,
AIS,353368000,74,267,35,22775.4,1.89971,61963945,0.360233,1.86727,20.63983054,106.9866902,,
AIS,355632000,0,172,33,13924.5,0.410851,61965174,0.363393,1.86459,20.8208852,106.8331375,,
AIS,538008860,70,141,24,14359.9,0.326389,61965358,0.363525,1.86443,20.82844825,106.8239702,,
AIS,574401177,33,51,8,15330.4,6.23089,61965482,0.363793,1.86352,20.84380352,106.771831,,
AIS,574225252,30,26,6,38365.2,2.99171,61965577,0.355435,1.86461,20.36492539,106.8342834,,
AIS,477548900,71,172,28,14135.9,0.178408,61965998,0.363573,1.86407,20.83119844,106.8033437,,
AIS,574401177,33,51,8,15329.5,6.23098,61966374,0.363793,1.86352,20.84380352,106.771831,,
AIS,574000990,70,79,13,43030.2,5.65489,61966586,0.366851,1.8594,21.01901401,106.5357724,,
AIS,352003587,70,120,22,50333.3,2.18128,61966666,0.356853,1.87056,20.44617081,107.1751933,,
AIS,574201064,30,38,6,30301.8,1.62118,61966779,0.361146,1.86873,20.69214159,107.070342,,
AIS,574012475,70,80,13,13706.8,0.162661,61966962,0.363513,1.86402,20.8277607,106.8004789,,
AIS,563158400,70,147,23,21448.4,1.59882,61966987,0.361293,1.86725,20.70056407,106.9855443,,
AIS,574111388,60,0,0,31907,0.745819,61967174,0.365066,1.86729,20.91674104,106.9878361,,
AIS,574002860,70,75,12,19565.4,1.78573,61967358,0.360733,1.86686,20.66847843,106.9631989,,
AIS,574013701,70,80,15,14418,0.341908,61967918,0.363522,1.86446,20.82827636,106.8256891,,
AIS,574014402,33,40,9,15740.9,0.543643,61968030,0.363504,1.86502,20.82724504,106.8577747,,
AIS,574014911,70,77,14,13989.4,0.094879,61968106,0.363576,1.86387,20.83137033,106.7918846,,
AIS,574401022,70,71,15,17847.5,0.873539,61968161,0.363188,1.86595,20.80913957,106.9110598,,
AIS,574013074,70,77,10,26769.1,1.77154,61968186,0.360549,1.86805,20.65793601,107.0313809,,
AIS,574013507,70,79,12,57192,3.91728,61968214,0.354973,1.85695,20.33845474,106.3953978,,
AIS,574013714,70,71,11,18379.2,0.510154,61968609,0.363907,1.86516,20.85033524,106.8657961,,
AIS,574012022,70,21,5,11126.5,0.712702,61968616,0.362711,1.86487,20.78180948,106.8491803,,
AIS,574014918,0,0,0,20319.7,5.7964,61968616,0.364208,1.86206,20.86758126,106.6881792,,
AIS,574014992,70,74,14,20496.5,1.50957,61968826,0.361585,1.86709,20.71729444,106.976377,,
AIS,574015007,70,71,12,17419.9,1.01726,61968854,0.362826,1.86614,20.7883985,106.921946,,
AIS,574373000,0,0,0,37177.5,5.55633,61968959,0.365748,1.8595,20.95581677,106.541502,,
AIS,574400613,70,69,12,24771.5,0.727836,61969275,0.364291,1.86642,20.87233681,106.9379888,,
AIS,574899899,52,0,0,24765.6,5.63177,61969839,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574013527,70,79,12,23071.8,5.70962,61970058,0.364431,1.86155,20.88035822,106.6589584,,
AIS,574182058,30,26,6,3643.52,0.964157,61970144,0.361716,1.86415,20.72480018,106.8079274,,
AIS,574356000,70,125,18,27218.9,6.17321,61970211,0.365636,1.86315,20.94939964,106.7506316,,
AIS,574012424,0,0,0,22995,2.19338,61970407,0.359283,1.86678,20.58539955,106.9586153,,
AIS,574014096,0,0,0,60390.6,1.06487,61970692,0.36597,1.87253,20.96853643,107.288066,,
AIS,574565470,70,26,6,43857.1,2.92013,61971153,0.354674,1.86526,20.3213233,106.8715257,,
AIS,574491000,70,112,18,26933.7,2.16555,61971168,0.359019,1.86739,20.57027347,106.9935657,,
AIS,574012147,70,80,13,37267.3,5.56051,61971737,0.365774,1.85951,20.95730646,106.542075,,
AIS,574395000,80,0,0,12551.3,2.35026,61971756,0.360005,1.86515,20.6267671,106.8652232,,
AIS,352003194,0,0,0,14735.7,6.27721,61972452,0.363703,1.86364,20.8386469,106.7787065,,
AIS,574003360,81,97,16,20108.6,1.62406,61972652,0.36122,1.86702,20.69638148,106.9723663,,
AIS,574006030,70,119,17,20311.5,5.8346,61972876,0.364262,1.86217,20.87067524,106.6944817,,
AIS,574014401,70,79,14,23537,5.69141,61973040,0.364455,1.86145,20.88173332,106.6532288,,
AIS,440301000,70,148,24,20933.8,1.55404,61973305,0.361443,1.86716,20.70915843,106.9803877,,
AIS,574004380,80,144,23,18419.4,0.514724,61973864,0.363906,1.86518,20.85027794,106.866942,,
AIS,565106000,74,294,32,16952.8,0.925422,61973996,0.362989,1.86593,20.79773771,106.9099139,,
AIS,574001530,70,79,12,26134.1,5.58942,61974144,0.364542,1.86084,20.88671806,106.6182783,,
AIS,563228300,0,0,0,48340.9,1.48568,61974146,0.362024,1.87174,20.74244728,107.2428023,,
AIS,574014611,70,109,20,27404.6,6.15788,61974180,0.365657,1.86308,20.95060285,106.7466209,,
AIS,477547400,71,148,24,13923,0.355906,61974373,0.363438,1.86447,20.82346351,106.826262,,
AIS,377265000,0,0,0,24829.1,5.62598,61974396,0.364474,1.8611,20.88282194,106.6331753,,
AIS,574955000,89,106,18,24965.4,3.6594,61974438,0.357984,1.86158,20.51097233,106.6606772,,
AIS,574000150,0,0,0,22932.2,5.70123,61974505,0.364396,1.86153,20.87835287,106.6578124,,
AIS,574002005,20,0,0,13754,0.179277,61975009,0.363514,1.86406,20.82781799,106.8027708,,
AIS,574565173,30,38,7,26114.5,3.61845,61975549,0.357747,1.86164,20.49739323,106.664115,,
AIS,574013379,0,0,0,26290.4,5.59261,61975733,0.36457,1.86084,20.88832234,106.6182783,,
AIS,538008860,70,141,24,14347.8,0.328032,61975789,0.363522,1.86443,20.82827636,106.8239702,,
AIS,574013615,0,0,0,37756.4,5.5495,61975821,0.365788,1.8594,20.9581086,106.5357724,,
AIS,574014565,70,79,14,57197.2,3.91796,61975974,0.354977,1.85694,20.33868392,106.3948248,,
AIS,353368000,74,267,35,22865.4,1.89651,61976185,0.360239,1.86729,20.64017432,106.9878361,,
AIS,995741972,152,4,4,21986.6,1.63507,61976243,0.361166,1.86733,20.6932875,106.990128,,
AIS,477548900,71,172,28,14142.6,0.181129,61976449,0.363573,1.86408,20.83119844,106.8039167,,
AIS,574383000,82,129,20,38145.7,1.59068,61976558,0.361264,1.87005,20.69890249,107.1459725,,
AIS,574128079,0,56,8,7.74E+06,6.26526,61976714,1.58825,3.15905,91.00002181,181.0002323,,
AIS,563158400,70,147,23,21434.3,1.59667,61976930,0.361301,1.86725,20.70102243,106.9855443,,
AIS,574560164,30,26,6,13945.4,2.27588,61977091,0.359971,1.86543,20.62481905,106.881266,,
AIS,574373000,0,0,0,37178.4,5.5563,61977330,0.365748,1.8595,20.95581677,106.541502,,
AIS,574000001,52,34,13,24862,5.62672,61977837,0.36448,1.8611,20.88316572,106.6331753,,
AIS,352003587,70,120,22,50337.5,2.18209,61977984,0.356847,1.87056,20.44582703,107.1751933,,
AIS,574565733,30,26,6,2398.93,0.791738,61978293,0.361654,1.86394,20.72124784,106.7958953,,
AIS,574013701,70,80,15,14428.5,0.339352,61978477,0.363525,1.86446,20.82844825,106.8256891,,
AIS,574014992,70,74,14,20480.1,1.50843,61978612,0.361588,1.86708,20.71746632,106.975804,,
AIS,574013507,70,79,12,57192.6,3.91729,61978957,0.354973,1.85695,20.33845474,106.3953978,,
AIS,574015007,70,71,12,17420,1.01725,61979569,0.362826,1.86614,20.7883985,106.921946,,
AIS,2532824,0,8,3,4217.33,4.82036,61979953,0.361461,1.86295,20.71018976,106.7391724,,
AIS,574201064,30,38,6,30276.4,1.62132,61980109,0.361146,1.86873,20.69214159,107.070342,,
AIS,574098367,0,0,0,34392.9,5.53845,61980158,0.365356,1.85973,20.93335682,106.55468,,
AIS,574014134,70,78,13,18214.4,5.97554,61980265,0.364114,1.86273,20.86219546,106.7265674,,
AIS,574003260,0,29,11,17120.7,0.931171,61980318,0.362993,1.86596,20.79796689,106.9116327,,
AIS,574111524,65,86,13,40199,0.816635,61980398,0.365706,1.86858,20.95341034,107.0617477,,
AIS,574014096,0,0,0,60392,1.06483,61980746,0.365971,1.87253,20.96859372,107.288066,,
AIS,574401022,70,71,15,17847.5,0.873539,61980811,0.363188,1.86595,20.80913957,106.9110598,,
AIS,574110869,0,0,0,28270,0.897312,61980812,0.364155,1.86736,20.86454459,106.9918468,,
AIS,574356000,70,125,18,27219.7,6.17321,61980824,0.365636,1.86315,20.94939964,106.7506316,,
AIS,574001207,0,0,0,21543.7,2.38859,61980854,0.358921,1.86612,20.56465848,106.9208001,,
AIS,574110936,0,0,0,30054.3,1.46208,61981523,0.361897,1.86867,20.73517072,107.0669043,,
AIS,574003360,81,97,16,20140.7,1.6235,61981725,0.361221,1.86703,20.69643877,106.9729392,,
AIS,574112372,0,0,0,29352.1,1.47231,61981903,0.361839,1.86855,20.73184756,107.0600288,,
AIS,574491000,70,112,18,26962.8,2.16324,61981970,0.359024,1.8674,20.57055994,106.9941387,,
AIS,574572000,0,0,0,39847.9,0.873272,61982050,0.365403,1.86878,20.93604972,107.0732068,,
AIS,574012773,70,80,12,34338.9,5.669,61982259,0.365793,1.86033,20.95839508,106.5890575,,
AIS,574003360,81,97,16,20143.5,1.62343,61982651,0.361222,1.86703,20.69649607,106.9729392,,
AIS,441271000,72,141,24,16492.4,6.10114,61982719,0.363936,1.86315,20.85199681,106.7506316,,
AIS,312261000,70,108,18,21191.2,2.26358,61983089,0.359264,1.86639,20.58431093,106.9362699,,
AIS,357510000,80,95,16,20375.2,1.51404,61983117,0.361569,1.86707,20.7163777,106.9752311,,
AIS,574012147,70,80,13,37267.3,5.56046,61983364,0.365774,1.85951,20.95730646,106.542075,,
AIS,574126291,70,60,9,38816.9,1.76908,61983378,0.360183,1.87004,20.63696575,107.1453995,,
AIS,574014485,70,76,13,22373.7,2.25392,61983410,0.359172,1.86656,20.57903972,106.9460102,,
AIS,440301000,70,148,24,20903.3,1.55188,61983518,0.36145,1.86716,20.70955951,106.9803877,,
AIS,574513615,0,0,0,24742,5.63108,61983812,0.364475,1.86113,20.88287924,106.6348941,,
AIS,352001416,70,100,16,23046.2,5.69585,61983836,0.3644,1.86151,20.87858205,106.6566665,,
AIS,574400554,70,72,12,14923,0.607839,61983891,0.363312,1.86508,20.81624425,106.8612125,,
AIS,574191919,52,28,13,24781.7,5.63339,61984101,0.364486,1.86113,20.88350949,106.6348941,,
AIS,574014611,70,109,20,27404.6,6.15788,61984129,0.365657,1.86308,20.95060285,106.7466209,,
AIS,565106000,74,294,32,16954,0.925472,61984449,0.362989,1.86593,20.79773771,106.9099139,,
AIS,574012768,70,79,13,61243,3.36823,61984822,0.352022,1.86135,20.1693749,106.6474992,,
AIS,574012703,0,0,0,26544,5.6017,61987144,0.364624,1.86084,20.89141631,106.6182783,,
AIS,574014992,70,74,14,20464.2,1.50746,61987488,0.361591,1.86708,20.71763821,106.975804,,
AIS,413376430,82,103,16,10463.4,2.26513,61987904,0.360339,1.865,20.64590389,106.8566288,,
AIS,574002860,70,75,12,19551.8,1.78832,61988237,0.360726,1.86685,20.66807736,106.962626,,
AIS,574013074,70,77,10,26747.8,1.77069,61988327,0.360553,1.86805,20.65816519,107.0313809,,
AIS,574401033,70,99,16,20273.6,1.64079,61989142,0.361165,1.86705,20.69323021,106.9740851,,
AIS,574111524,65,86,13,40205.2,0.816521,61989381,0.365707,1.86858,20.95346764,107.0617477,,
AIS,574402555,0,0,0,25605.4,0.72629,61989474,0.364393,1.86651,20.87818098,106.9431454,,
AIS,574015007,70,71,12,17420.1,1.01724,61989517,0.362826,1.86614,20.7883985,106.921946,,
AIS,574014134,70,78,13,18214.6,5.97554,61989838,0.364114,1.86273,20.86219546,106.7265674,,
AIS,574003400,90,32,9,17115.1,6.03615,61989970,0.363995,1.86295,20.85537726,106.7391724,,
AIS,538008859,70,142,24,18468,5.9684,61990022,0.364146,1.86269,20.86402893,106.7242755,,
AIS,574014442,0,0,0,12949.8,2.16346,61990210,0.360254,1.86545,20.64103375,106.8824119,,
AIS,574491000,70,112,18,26984.2,2.16158,61990291,0.359028,1.86741,20.57078913,106.9947116,,
AIS,574013714,70,71,11,18379.2,0.510154,61990474,0.363907,1.86516,20.85033524,106.8657961,,
AIS,574110869,0,0,0,28270,0.897312,61990515,0.364155,1.86736,20.86454459,106.9918468,,
AIS,574123561,200,10,6,26757.1,2.19509,61990923,0.358933,1.86729,20.56534603,106.9878361,,
AIS,574003260,0,29,11,17124.9,0.93098,61991063,0.362994,1.86596,20.79802419,106.9116327,,
AIS,800123456,30,117,6,2712.58,0.799138,61991128,0.361687,1.86398,20.7231386,106.7981871,,
AIS,574356000,70,125,18,27220.3,6.17313,61991171,0.365636,1.86315,20.94939964,106.7506316,,
AIS,574110237,60,52,11,23202.3,5.71023,61991598,0.364449,1.86154,20.88138955,106.6583854,,
AIS,574013527,70,79,12,23071.4,5.70964,61991717,0.364431,1.86155,20.88035822,106.6589584,,
AIS,574395000,80,0,0,12555.5,2.35019,61991808,0.360004,1.86515,20.62670981,106.8652232,,
AIS,636021807,83,115,16,29261.7,1.91387,61991860,0.359841,1.86827,20.6173706,107.043986,,
AIS,574014485,70,76,13,22377.7,2.25253,61991916,0.359175,1.86657,20.57921161,106.9465832,,
AIS,574012147,70,80,13,37266.5,5.56044,61992105,0.365774,1.85951,20.95730646,106.542075,,
AIS,357510000,80,95,16,20362.7,1.51314,61992185,0.361572,1.86706,20.71654959,106.9746581,,
AIS,574112159,60,10,2,16139.7,0.698952,61992424,0.363329,1.8654,20.81721827,106.8795471,,
AIS,574014514,70,79,13,29073.9,5.67223,61992578,0.365126,1.86085,20.92017879,106.6188513,,
AIS,574401811,70,71,12,32693.1,6.15896,61992578,0.366482,1.86297,20.99787187,106.7403184,,
AIS,574400554,70,72,12,14906.2,0.60642,61992770,0.363312,1.86508,20.81624425,106.8612125,,
AIS,574001530,70,79,12,26132.1,5.58949,61992964,0.364542,1.86085,20.88671806,106.6188513,,
AIS,512345678,30,28,24,3661.57,0.837551,61993001,0.361774,1.86411,20.72812334,106.8056355,,
AIS,574003360,81,97,16,20178.3,1.62276,61993101,0.361223,1.86703,20.69655336,106.9729392,,
AIS,574912277,30,30,8,34444.1,5.53878,61993176,0.365364,1.85973,20.93381519,106.55468,,
AIS,574013334,70,79,13,24492.4,5.62824,61993195,0.364438,1.86115,20.88075929,106.63604,,
AIS,574560343,30,18,4,2617.9,0.820602,61993258,0.36167,1.86397,20.72216458,106.7976141,,
AIS,574182058,30,26,6,3647.39,0.96331,61993826,0.361717,1.86415,20.72485748,106.8079274,,
AIS,373481000,70,229,32,39338.7,0.876909,61994001,0.365334,1.86873,20.93209631,107.070342,,
AIS,574014611,70,109,20,27404.2,6.1579,61994221,0.365657,1.86308,20.95060285,106.7466209,,
AIS,574565868,0,0,0,22940.6,1.97643,61994302,0.359967,1.86719,20.62458986,106.9821065,,
AIS,440301000,70,148,24,20868.7,1.54953,61994342,0.361457,1.86715,20.70996058,106.9798147,,
AIS,357787000,70,182,28,25541,2.6442,61994381,0.357866,1.86569,20.50421143,106.8961629,,
AIS,312261000,70,108,18,21191.2,2.26358,61994385,0.359264,1.86639,20.58431093,106.9362699,,
AIS,565106000,74,294,32,16955.1,0.925523,61994716,0.362989,1.86593,20.79773771,106.9099139,,
AIS,355632000,0,172,33,13904.6,0.414539,61995463,0.363387,1.86459,20.82054143,106.8331375,,
AIS,352001416,70,100,16,23046.7,5.69587,61995491,0.3644,1.86151,20.87858205,106.6566665,,
AIS,574401177,33,51,8,15309.8,6.2344,61995507,0.36379,1.86353,20.84363163,106.772404,,
AIS,995741964,152,4,4,17000.6,1.05916,61995589,0.362695,1.86614,20.78089275,106.921946,,
AIS,574012575,75,95,14,14015.2,0.536813,61995675,0.36328,1.86486,20.81441078,106.8486074,,
AIS,574014565,70,79,14,57196.6,3.91795,61995811,0.354977,1.85694,20.33868392,106.3948248,,
AIS,574100207,33,45,8,15898.6,6.16078,61995855,0.363867,1.86333,20.8480434,106.7609448,,
AIS,574013126,70,64,11,20471.6,5.80252,61996335,0.364239,1.86206,20.86935743,106.6881792,,
AIS,574401177,33,51,8,15309,6.23449,61996389,0.36379,1.86353,20.84363163,106.772404,,
AIS,574014575,7,37,10,16991.6,0.878496,61996448,0.363091,1.86585,20.80358188,106.9053302,,
AIS,574111388,60,0,0,31907.8,0.745856,61996868,0.365066,1.86729,20.91674104,106.9878361,,
AIS,375637000,52,23,12,24749.1,5.63285,61996924,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574013405,0,0,0,37329.6,5.56616,61997196,0.365804,1.85953,20.95902533,106.5432209,,
AIS,574012023,70,24,6,14560.5,1.40791,61997876,0.361759,1.86606,20.7272639,106.9173623,,
AIS,574014734,70,79,14,41395.4,0.726875,61997878,0.366242,1.86828,20.98412088,107.0445589,,
AIS,574002860,70,75,12,19544.1,1.78938,61997968,0.360723,1.86685,20.66790547,106.962626,,
AIS,574014992,70,74,14,20447.3,1.50623,61998055,0.361595,1.86708,20.71786739,106.975804,,
AIS,574012659,70,79,13,26869.5,5.62394,61998205,0.364722,1.86089,20.8970313,106.6211431,,
AIS,574013507,70,79,12,57192.6,3.91729,61998421,0.354973,1.85695,20.33845474,106.3953978,,
AIS,574013074,70,77,10,26736.8,1.77028,61998448,0.360555,1.86805,20.65827978,107.0313809,,
AIS,574000000,52,28,13,24775.8,5.63367,61998636,0.364486,1.86113,20.88350949,106.6348941,,
AIS,574012475,70,80,13,13706.8,0.162661,61998717,0.363513,1.86402,20.8277607,106.8004789,,
AIS,574003420,80,97,16,19722.6,2.71685,61998769,0.358569,1.86501,20.54449036,106.8572017,,
AIS,574401033,70,99,16,20309.6,1.64004,61998957,0.361167,1.86705,20.6933448,106.9740851,,
AIS,574912288,0,0,0,34394.7,5.53833,61999089,0.365356,1.85973,20.93335682,106.55468,,
AIS,574012475,70,80,13,13706.8,0.162661,61999225,0.363513,1.86402,20.8277607,106.8004789,,
AIS,574014096,0,0,0,60395.2,1.06476,61999437,0.365972,1.87253,20.96865102,107.288066,,
AIS,574014587,70,95,16,27704.8,6.23122,61999757,0.365732,1.86341,20.95490003,106.7655285,,
AIS,574003400,90,32,9,17115.1,6.03615,61999852,0.363995,1.86295,20.85537726,106.7391724,,
AIS,574014631,0,0,0,57198,3.92264,62000077,0.355006,1.85691,20.3403455,106.3931059,,
AIS,574014134,70,78,13,18214.4,5.97554,62000804,0.364114,1.86273,20.86219546,106.7265674,,
AIS,574395000,80,0,0,12556,2.35023,62001011,0.360004,1.86515,20.62670981,106.8652232,,
AIS,574110869,0,0,0,28270,0.897312,62001063,0.364155,1.86736,20.86454459,106.9918468,,
AIS,574491000,70,112,18,27020.2,2.15913,62001944,0.359034,1.86742,20.5711329,106.9952846,,
AIS,574572000,0,0,0,39848.4,0.873339,62002025,0.365403,1.86879,20.93604972,107.0737798,,
AIS,574014116,80,83,14,30245.5,2.7739,62002050,0.356959,1.86547,20.45224416,106.8835578,,
AIS,574012147,70,80,13,37268,5.56038,62002373,0.365774,1.85951,20.95730646,106.542075,,
AIS,574126291,70,60,9,38816.3,1.7691,62002770,0.360183,1.87003,20.63696575,107.1448266,,
AIS,574093132,30,26,6,20512.5,5.8879,62003055,0.364361,1.86233,20.87634752,106.7036491,,
AIS,574513615,0,0,0,24741.7,5.63111,62003114,0.364475,1.86113,20.88287924,106.6348941,,
AIS,574401593,70,74,14,17019,6.04388,62003254,0.363985,1.86297,20.85480431,106.7403184,,
AIS,565106000,74,294,32,16958.5,0.925674,62003271,0.362989,1.86593,20.79773771,106.9099139,,
AIS,538005897,72,141,25,19653.6,1.46252,62003354,0.361721,1.86693,20.72508666,106.9672096,,
AIS,357510000,80,95,16,20336.4,1.51073,62003462,0.36158,1.86706,20.71700796,106.9746581,,
AIS,574955000,89,106,18,24965.1,3.65938,62004008,0.357984,1.86158,20.51097233,106.6606772,,
AIS,440301000,70,148,24,20842.6,1.54748,62004090,0.361464,1.86715,20.71036165,106.9798147,,
AIS,574014205,0,0,0,57189.7,3.91676,62004276,0.35497,1.85695,20.33828285,106.3953978,,
AIS,352001416,70,100,16,23046.7,5.69587,62004395,0.3644,1.86151,20.87858205,106.6566665,,
AIS,574014611,70,109,20,27403.7,6.15787,62004580,0.365657,1.86308,20.95060285,106.7466209,,
AIS,574012575,75,95,14,13999.4,0.535241,62004689,0.36328,1.86485,20.81441078,106.8480344,,
AIS,312261000,70,108,18,21191.5,2.26355,62005008,0.359264,1.86639,20.58431093,106.9362699,,
AIS,355632000,0,172,33,13899.8,0.415751,62005155,0.363386,1.86459,20.82048413,106.8331375,,
AIS,574014116,80,83,14,30263,2.774,62005160,0.356956,1.86547,20.45207227,106.8835578,,
AIS,574013615,0,0,0,37754.7,5.54953,62005640,0.365788,1.8594,20.9581086,106.5357724,,
AIS,574000000,52,28,13,24841.7,5.62731,62005888,0.364479,1.86111,20.88310842,106.6337482,,
AIS,574111388,60,0,0,31908,0.745852,62006075,0.365066,1.86729,20.91674104,106.9878361,,
AIS,574013126,70,64,11,20473.6,5.80136,62006128,0.364237,1.86206,20.86924284,106.6881792,,
AIS,477779300,70,175,31,57025,1.75579,62006233,0.359729,1.87305,20.61095347,107.3178598,,
AIS,375637000,52,23,12,24749.1,5.63285,62006340,0.36448,1.86113,20.88316572,106.6348941,,
AIS,563158400,70,147,23,21377.9,1.59067,62006369,0.361321,1.86724,20.70216835,106.9849713,,
AIS,574014574,70,98,16,14511.6,0.292819,62006581,0.363571,1.86436,20.83108385,106.8199595,,
AIS,754128076,0,0,0,17205.6,6.03101,62006637,0.364005,1.86293,20.85595022,106.7380265,,
AIS,563158400,70,147,23,21375.7,1.59051,62006828,0.361322,1.86724,20.70222565,106.9849713,,
AIS,574708999,52,25,13,24795.5,5.63215,62007090,0.364485,1.86113,20.8834522,106.6348941,,
