Unnamed: 0,ID radar,range,bearbing,timestamp,h?p nh?t,length,lat ,lon,lat_new,lon_new,length
Radar,1232,33743.6,2.14381,61710844,0,0.0,,,20.54175703,107.0517935,2
Radar,1233,4639.75,2.35193,61791173,0,0.0,,,20.67675417,106.811141,72
Radar,1234,5905.16,2.28588,62151154,0,0.0,,,20.6713183,106.8223181,92
Radar,1235,32645.4,2.46953,61761342,0,0.0,,,20.47661471,106.9746905,2
Radar,1236,21019.1,2.52065,61711430,0,0.0,,,20.55252946,106.89694,90
Radar,1237,4183.67,2.57703,61801527,0,0.0,,,20.67434956,106.8009969,72
Radar,1238,20526.5,3.15841,61712426,0,0.0,,,20.52173423,106.776185,17
Radar,1239,2261.85,3.25903,62122689,0,0.0,,,20.6859215,106.7769549,80
Radar,1240,9864.78,3.42422,61712864,0,0.0,,,20.62099934,106.7530801,47
Radar,1241,1867.48,1.1989,62319447,1,80.0,,,20.71219603,106.7962082,87
Radar,1242,12377.8,1.27231,62319564,1,17.0,,,20.73879841,106.8931133,75
Radar,1243,17852.3,1.40921,61739639,0,0.0,,,20.73190085,106.94871,60
Radar,1244,30679.0,1.58094,62320044,1,2.0,,,20.70330452,107.0741085,95
Radar,1245,33323.0,1.63854,61720024,0,0.0,,,20.68583683,107.0987811,2
Radar,1246,29244.3,1.71661,61720151,0,0.0,,,20.66792964,107.0573653,2
Radar,1247,40546.7,1.7724,62320346,1,2.0,,,20.63316519,107.1610011,32
Radar,1248,40470.3,1.77398,62320346,0,0.0,,,20.63273994,107.1601588,5748889962
Radar,1249,38474.7,1.82477,62290428,0,0.0,,,20.6192616,107.1371366,97
Radar,1250,17273.9,2.08564,62320908,0,5745624370.0,,,20.62969282,106.9238845,57456243765
Radar,1251,17996.5,2.67946,61721658,0,0.0,,,20.56139345,106.8565568,17
Radar,1252,3138.76,2.65744,61771681,0,0.0,,,20.68114472,106.7935303,47
Radar,1253,25945.4,2.68084,61721688,0,0.0,,,20.4973346,106.8902843,17
Radar,1254,25719.7,3.07246,61722322,0,0.0,,,20.47560896,106.796562,2
Radar,1255,2770.46,3.31528,61792752,0,0.0,,,20.6815871,106.7749021,80
Radar,1256,18003.2,1.49192,61779791,0,0.0,,,20.71884303,106.951855,70
Radar,1257,24182.9,1.74562,61750194,0,0.0,,,20.66831487,107.0081989,2
Radar,1258,40266.1,1.7979,62320409,1,17.0,,,20.62465754,107.1562635,92
Radar,1259,139948.0,2.18484,61740908,1,2.0,,,19.98174822,107.8779691,2
Radar,1260,25756.4,2.19812,61730961,0,0.0,,,20.57028888,106.9797548,20
Radar,1261,5903.14,2.33671,62131226,0,0.0,,,20.66934082,106.8203596,92
Radar,1262,4111.98,2.396,61951269,0,0.0,,,20.67896189,106.8062897,95
Radar,1263,33591.1,2.41973,61751300,0,0.0,,,20.47961167,106.9926622,2
Radar,1264,27124.6,2.51177,61771422,0,0.0,,,20.50918788,106.9329285,17
Radar,1265,34674.5,2.66811,61731659,0,9410504370.0,,,20.4288829,106.9313415,9410504370
Radar,1266,91186.0,2.78591,61751851,0,0.0,,,19.9382364,107.0844448,2
Radar,1267,25987.2,2.92478,61752076,0,0.0,,,20.4781195,106.8331862,2
Radar,1268,25859.3,2.94347,61732108,0,0.0,,,20.47834725,106.8283801,17
Radar,1269,2745.03,3.38843,61782852,0,0.0,,,20.6821885,106.7730588,50
Radar,1270,1903.3,1.18564,62159358,0,0.0,,,20.71252362,106.7964391,97
Radar,1271,17499.4,1.36886,62319709,1,17.0,,,20.7376289,106.9441394,99574187457
Radar,1272,27217.4,1.57328,61889971,0,0.0,,,20.70549275,107.0408796,40
Radar,1273,26882.6,1.82176,61740293,0,0.0,,,20.64612911,107.0295778,2
Radar,1274,38625.1,1.82791,62320458,1,25.0,,,20.61786803,107.1382402,52
Radar,1275,181960.0,2.14398,61740827,0,0.0,,,19.81965854,108.2476623,2
Radar,1276,26961.1,3.03967,61812289,0,0.0,,,20.46516232,106.8058441,35
Radar,1277,26440.1,3.05909,61752293,0,0.0,,,20.46939351,106.800425,30
Radar,1278,31484.1,3.11836,61742383,0,0.0,,,20.42335114,106.7865239,17
Radar,1279,26320.8,3.2323,61742564,0,0.0,,,20.47062935,106.7566033,17
Radar,1280,6739.0,3.47243,62313077,1,22.0,,,20.6488457,106.7584775,77
Radar,1281,2271.56,1.17715,62219408,0,0.0,,,20.71392677,106.7996463,97
Radar,1282,18093.2,1.43752,62319809,0,0.0,,,20.72769776,106.9517159,75
Radar,1283,20945.8,1.63615,61750041,0,0.0,,,20.69381191,106.9802222,180
Radar,1284,152834.0,1.83307,61750343,0,0.0,,,20.35013196,108.1970389,2
Radar,1285,33364.6,2.02096,61750643,0,0.0,,,20.57568886,107.0679936,2
Radar,1286,140294.0,2.19302,61770916,0,0.0,,,19.9715559,107.8742981,2
Radar,1287,32939.4,2.38507,61751222,0,0.0,,,20.49091469,106.9966288,17
Radar,1288,26825.7,2.43915,61751313,0,0.0,,,20.52216941,106.9459434,2
Radar,1289,26319.2,2.76157,61781822,0,0.0,,,20.48653937,106.8732572,2
Radar,1290,33427.2,2.80735,61751881,0,0.0,,,20.42243753,106.8848105,2
Radar,1291,23859.0,2.9308,61752098,0,0.0,,,20.49651601,106.8274417,17
Radar,1292,56078.7,3.14486,61902444,0,0.0,,,20.20234146,106.7777404,2
Radar,1293,23580.5,3.16996,61752473,0,0.0,,,20.49435896,106.773077,47
Radar,1294,2494.39,3.45264,61752988,0,0.0,,,20.68476787,106.7721685,25
Radar,1295,1548.95,1.28657,62319577,1,57.0,,,20.7100018,106.7937784,60
Radar,1296,27940.2,2.01253,61850654,0,0.0,,,20.59879995,107.0220661,2
Radar,1297,34377.8,2.07389,61760717,0,0.0,,,20.55720627,107.0687383,2
Radar,1298,5119.69,2.62483,61791590,0,0.0,,,20.66611458,106.8037916,77
Radar,1299,26919.9,2.81988,61761902,0,0.0,,,20.47668227,106.861243,17
Radar,1300,27941.2,2.99887,61762201,0,0.0,,,20.45765313,106.8176671,15
Radar,1301,27064.2,3.2785,61962639,0,0.0,,,20.46525419,106.7440276,2
Radar,1302,32166.3,3.18208,61772482,0,0.0,,,20.41738333,106.7669966,2
Radar,1303,7844.96,3.22097,61852556,0,0.0,,,20.63584975,106.7735261,65
Radar,1304,28691.1,3.26816,61762645,0,0.0,,,20.45042626,106.7447195,20
Radar,1305,2528.71,3.3918,61982865,0,0.0,,,20.68409166,106.7734871,90
Radar,1306,2873.8,3.49572,62003000,0,0.0,,,20.68188621,106.7699297,97
Radar,1307,27584.1,2.10867,61770785,0,0.0,,,20.5791539,107.0069979,17
Radar,1308,29350.9,2.57077,61821518,0,0.0,,,20.48423948,106.9318009,2
Radar,1309,25818.0,2.71344,61931784,0,0.0,,,20.49510898,106.882443,2
Radar,1310,87054.4,2.78439,62311963,1,70.0,,,19.97344276,107.0718188,97
Radar,1311,33252.2,2.89796,61772078,0,0.0,,,20.4162132,106.8565331,2
Radar,1312,24290.1,3.0002,61772194,0,0.0,,,20.49007681,106.8123726,17
Radar,1313,3790.22,2.86828,61772164,0,0.0,,,20.67331582,106.7893249,45
